,0
1087,"В.И. Ленина поистине удивительный каток, и московские хоккеисты должны быть"
1088,под при прикрытием металлического дорожного катка вели дчухчасовой бой на шоссе
1089,"три советских чекиста, превратив дорожный каток как бы в бронеколпак цилиндрической"
1090,"в живых героев заложил в каток такое количество взрывчатки, что при"
1091,"на лесных полянах ползали тяжелые катки, уплотняя землю для будущих аэродромов."
1092,плавательный бассейн — сейчас тут устроен каток.
1093,"пять коллективов художественной самодеятельности, залили каток."
1094,в металлическую форму и уплотняют катками вибрационного стана.
1095,"раздобыл, а раздобыл он асфальтовый каток."
1096,как он мучился с этим катком!
1097,бы у нас был асфальтовый каток…
1098,"очереди за папиросами или на катке, это две галактики сближаются, и"
1099,"дорогу, толкали перед собой деревянные катки, которые взлетали от взрывов."
1100,"как дорога ночью после закрытия катка, или со школьного вечера, или"
1101,"Я шел за ней после катка ночью метрах в пятидесяти, потом"
1102,Моя падчерица Майка была на катке.
1103,Я отсылаю Алешу на каток.
1104,Она шла с катка.
1105,"выставок, а зимой здесь был каток."
1106,"этих окнах, как на экране, каток Черного озера."
1107,Карлом и Фредом на роликовый каток.
1108,"машин, поставленных носом к роликовому катку на вольном воздухе; я мог"
1109,"сапожках, как большинство девочек на катке."
1110,"хотелось, посетить, например, новый роликовый каток с особенной пластиковой поверхностью или"
1111,"Появились искусственные катки, футболисты начали разыгрывать зимние первенства"
1112,но на колесах или на катках.
1113,"К вечеру тяжелые, как дорожные катки, постукивая, вздрагивая, стали наползать тучи."
1114,"и видит: на него катится каток, так сам и катится."
1115,"Он избил этот каток, продел веревку в дырку для"
1116,"не выражена фактура одежды и катка, который волокут люди."
1117,"и поэтому на машине установлены катки, которые закрывают прорези и утрамбовывают"
1118,ту зиму посреди студии был каток.
1119,"нужно ежедневно подстригать, поливать, укатывать катком, так триста лет подряд."
1120,ложку на гусенице под опорным катком.
1121,"черти, кто мою ложку под каток засунул?"
1122,"и наконец догадался, что это каток."
1123,"На Свияге устроили каток, а мама без теплого шарфа"
1124,Маняша поэтому не ходит на каток.
1125,Сейчас все четверо побегут на каток.
1126,пойдет ли он завтра на каток.
1127,открытия для всех трудящихся нарядных катков и лыжных станций.
1128,"ни лошадей, а тротуары напоминали каток."
1129,Зимой часто на катке в парке.
1130,Зимой на них заливали два катка.
1131,"Литвак пришел звать Гончарова на каток, и дверь ему открыл робкий"
1132,"Краковский каток, освещенный гирляндами лампочек."
1133,мужчина скользит с Ильичем по катку.
1134,Вечером была на закрытии катка.
1135,Еще был каток и кочегарка.
1136,"вместе в кино и на каток, читали вслух статьи об «интеллектуальных"
1137,Забрели на каток.
1138,хоккейное поле (мы зовём его катком для начинающих).
1139,с улицы добросовестно освещали и каток.
1140,"Хотели вечером сходить на каток, но на улице такая метель"
1141,Какой уж тут каток.
1142,вечера пошли с Катей на каток.
1143,"Галя с Надей, звали на каток, но из-за уборки я не"
1144,вечером пошла с девчонками на каток.
1145,"ней, и мы сходим на каток."
1146,"Галкой ходили на «Металлург», на каток."
1147,"Школьные занятия сменять катком, танцами, ездой на автомобиле, велосипеде"
1148,"голубой от лунного света, блестел каток."
1149,я не приглашал ее на каток и не предлагал ей дружбу
1150,"на первом курсе ходил на каток, с которой играл в капустниках."
1151,"или девочка, явился на городской каток."
1152,"эти стихи в Москве, на катке, тогда это были просто красивые"
1153,"приглашением в кино или на каток, а каких-то совсем особенных слов"
1154,"Дело в том, что на катке каждый вечер играет оркестр, а"
1155,"Был отлив, карбас на катках оказался далеко от воды."
1156,от инея было как на катке — эти свиньи раскатали.
1157,"пустыре за пограничным домом открыли каток, и в самом центре его"
1158,"Борька, идешь на каток?"
1159,Идешь на каток?
1160,"морской бой, и лед на катке, как назло, такой бугристый после"
1161,"музей: Гойя, Эль Греко, Кранах; каток; крепость; Хоз. музей — кони; Старая"
1162,"ГЭС, с укаткой грунта тяжелыми катками."
1163,Укатка ведется катками 60 т.
1164,Уплотнение наброски ведется катками 100 т.
1165,он гонял шайбу на дворовом катке и был влюблен в знаменитого
1166,"Итак, на заднем дворе был каток."
1167,резкого удара шайба вылетела с катка и упала в сугроб.
1168,"Когда Алеша приходил на каток, ребята кидались к нему с"
1169,"в коленках, не лезь на каток."
1170,время свалки на льду вблизи катка появился Дуганов: Алешка первый заметил
1171,через заборчик и вышел на каток.
1172,Надо было вернуться на каток как можно скорее.
1173,"На катке творилась необыкновенная, восторженная кутерьма: Дуганов"
1174,"обо всем, Алеша помчался к катку."
1175,"агрономические сроки, ее хорошо выровняли катками."
1176,комплектовании хоккейных команд и устройстве катка.
1177,Или — «на каток».
1178,"подземелья, резиновая лента, похлестывая на катках, несла ее наверх, на галерею"
1179,после сева участок прикатали деревянными катками для сохранения влаги и для
1180,"Вот они ставят карбас на катки, вот одерживают его, спускают к"
1181,"обледеневшая, можно кататься как на катке."
1182,новое мировое достижение для равнинных катков в беге на 1 000
1183,"Подкладываем катки и тащим, упираясь напряженными ногами"
1184,трудностями перетаскивали берегом при помощи катков.
1185,"был готов, под него подложили катки и придвинули тяжелое сооружение к"
1186,в том месте посуху на катках и снова столкнули в воду
1187,"Где закончат, чугунный каток прикатывает."
1188,И дали жару — катку и подвозчикам гальки.
1189,"Каток утрамбовал, налощил гальку так, что"
1190,словно по нему прошел асфальтовый каток.
1191,"он, как лед на Чернопрудском катке."
1192,в неделю: в субботу на катке и в воскресенье в театре
1193,Наш Чернопрудский каток обнесен высокой снежной стеной.
1194,"центральное спортивное ядро с трибунами, каток искусственного льда, — все это обязано"
1195,"боевая, на смену прямо с катка заявилась."
1196,"можно встретить и на студенческом катке и на лыжной прогулке, а"
1197,"секунды, установив новый рекорд свердловского катка."
1198,и установила рекорд для равнинных катков на дистанции 1 500 метров
1199,На каток стадиона в Остраве выйдут шведы
1200,"флагах, на Патриарших прудах, на катке рокотали трубы военного оркестра."
1201,"на улице, в театре, на катке она преображалась."
1202,"клуб с колоннами, стадион и каток на маленьком озерке за клубом"
1203,"Может, на каток сходим?"
1204,Некогда мне по каткам ходить.
1205,"ее то цветными огоньками на катке, то сказочным Владимирским собором, где"
1206,"Каток блестит, музыка играет!"
1207,"новости, заставившие сразу забыть и каток и новое знакомство."
1208,"Ну-ка, рюмочка-каток, покатися мне в роток!"
1209,"будущей дороги, как прочно укатывался катками сиренево-серый булыжник."
1210,"коньками в чемоданчике на ближний каток, или на мальчишек, толкающихся возле"
1211,"выстукивали по утрамбованной земле каменные катки, слышались людские понукающие голоса и"
1212,и не дали немецкому бронированному катку с ходу докатиться до Москвы.
1213,Для выравнивания нужны катки.
1214,Что такое римский каток?
1215,"ответа, стал спихивать карбас по каткам к воде."
1216,Я с ней еще на катке катался…
1217,"Получился неплохой каток, на котором охотно резвились все"
1218,их зовут мазуриками — и захватила каток в своё полное распоряжение.
1219,"Подрались вы с мазуриками, а каток, значит, так у них и"
1220,"наши пионеры организовали во дворе каток для; ребятишек — дело похвальное, — добавила"
1221,Саши и взять шефство над катком.
1222,Горной улице и дежурили на катке.
1223,"а вторая, натянутая только на катке, как холостая."
1224,"а вторая, натянутая только на катке, как холостая."
1225,"Дворец культуры, напротив детский парк, каток, сосны, лыжная станция."
1226,"полу сцены, казавшемся сейчас ледяным катком, танцевать было, очевидно, очень холодно."
1227,"сети сушатся, рыбой пахнет, на катках карбас лежит, черным боком маслится."
1228,"школе собственный духовой оркестр, самодеятельность, каток, салфеточки на подоконниках, барьеры для"
1229,"на концерты, в кино, на каток, играют в волейбол."
1230,в Лужниках будет заливаться огромный каток площадью в 200 000 квадратных
1231,"Мы идем с ней на каток, потом — греться в Третьяковку."
1232,"льдом, и она стала народным катком."
1233,"карцер, и дыбу, и чугунный каток, и, по-моему, еще многое другое"
1234,по полям прошли снова тяжелые катки.
1235,"я растянулся на скользком, как каток, льду."
1236,для закочковавшихся лугов да наливные катки для прикатки кочек.
1237,Утром решил на каток.
1238,с ней сговорились ехать на каток».
1239,Забрал он с катком очень высоко: каток находился далеко
1240,"он с катком очень высоко: каток находился далеко за городом, и"
1241,"на «норвегах», но на загородном катке она не была еще ни"
1242,И дедушка Серапионыч — разговор о катке чаще всего возникал при нем
1243,"Когда Костя сказал про каток, послышались восклицания."
1244,Она меня приглашала на каток.
1245,"и все томления начинались снова: каток, поездка в авто, разговоры наедине"
1246,Теперь и рассказы о катке не удовлетворяли его — надо было
1247,"Нина Николаевна, как вам понравился каток? — вдруг спросил Онуфриенко."
1248,Задний каток почти целиком ушел в почву
1249,"Тяжелый задний каток, повисая в воде под герметически"
1250,А задний каток будет свободно повисать в воде.
1251,"к раскрытым воротам ангара, подкладывая катки под огромные лыжи."
1252,"Массивный задний каток, прокопав глубокую черную полосу, застрял"
1253,"митинг и, взобравшись на задний каток, завел речь о войне до"
1254,"в морозные месяцы превращался в каток, а по одной из его"
1255,"или привязывались внизу, у самого катка, но некоторые виртуозы производили эту"
1256,Когда же на катке у дяди Сезара собиралось много
1257,Психическое здоровье — как у парового катка.
1258,Тяжелый каток разравнивает асфальт на шоссе.
1259,"не двор ли нанялся под каток поливать, чтобы обледенел?"
1260,"Составить акт на то, что катки в МТС не ремонтируются, что"
1261,"черными стволами деревьев горел огнями каток, звучала музыка."
1262,"в шахматы, блистали на льду катков, перебирая на поворотах «через колено"
1263,"падение на черной пылью подернутом катке, я узнал моих американских красавиц"
1264,"около самых ног по железным каткам, мерцая сотнями искр."
1265,"телефона, Инэсса, сегодня сломала на катке ногу и лежит в больнице."
1266,Договорились завтра собраться на катке.
1267,"К четырём часам пошёл на каток, где собралась вся «Можайка», кроме"
1268,"Я катался не на катке для начинающих, а на обыкновенных"
1269,"для начинающих, а на обыкновенных катках."
1270,"Оля разбила губу на катке, прокатившись лёжа на санках с"
1271,На катке была очень красивая девочка.
1272,Незнакомка опять была на катке.
1273,Или она почему-нибудь переменила каток?
1274,Был на катке «Динамо».
1275,Был на катке водников.
1276,Плохой каток.
1277,Катки закрыты.
1278,"для идиотов, которые шляются по каткам и чуть не наживают воспаление"
1279,"он, как муравей перед дорожным катком — вот-вот накатится и раздавит."
1280,Тракторные катки с урчаньем устилали дымящейся лавой
1281,"Она возвращалась с катка в легкой беличьей шубке, нисколько"
1282,я тоже бываю на этом катке… почему же я не встретил
1283,"просто так устала там… на катке, — обронила она виновато и пряча"
1284,"кругу интересов Летнего сада, Таврического катка, прогулок по набережной Невы — мне"
1285,Зимой главным развлечением был каток.
1286,"гостеприимством юнкеров, которые имели свой каток во дворе училища."
1287,устроить зимой по крайней мере каток.
1288,"Питере на Фонтанке, на Семеновском катке."
1289,"целый этаж, замерзла, и образовался каток, на котором с разбегу катались"
1290,"и замерзала, превращая дорогу в каток."
1291,и покойный Жоржик вырыли в катке?
1292,"Долетев до катка, Ники с шиком прокатился на"
1293,"Дерево кажется другим деревом, каток — другим катком, и сам Ники"
1294,"кажется другим деревом, каток — другим катком, и сам Ники кажется мне"
1295,что Никенька ждет тебя на катке.
1296,Там на катке уже суетились разрумянившиеся Ники и
1297,Каток я знал как свои пять
1298,"мой крик, он поспешил к катку, вытянул меня из ямы, стряхнул"
1299,"Утром был на катке, катался два с половиной часа"
1300,"реки на разметенном темнозеленом студне катка чертят лед, вальсируют конькобежцы."
1301,спорта была неразрывно связана с катком в швейцарском курортном городке Давосе.
1302,"советские спортсмены имеют свой высокогорный каток в горах Ала-Тау, на высоте"
1303,"Несмотря на то, что этот каток существует лишь второй год, на"
1304,Вот и сейчас на этом катке большое оживление.
1305,установленный недавно на этом же катке Юрием Сергеевым.
1306,прошлом году на этом же катке такой результат показал Л. Пушкарев
1307,В прошлом году на этом катке в таких же условиях В
1308,"пальто, Чайкин не уходил с катка до тех пор, пока не"
1309,прошлом году на этом же катке К. Кудрявцев установил рекорд СССР
1310,Мы — на каток!
1311,"Он не бегал на каток, не заводил во дворе или"
1312,на коньках в Шуе (на катке).
1313,что не могу ездить на каток и на лыжах.
1314,"товарищескую атмосферу, возможность ездить на каток, бывать в театрах, ну, и"
1315,7. Каток.
1316,А зимой — каток.
1317,а мы втроем побежали на каток.
1318,"на льду пруда комсомольцы расчистили каток, и мы частенько после уроков"
1319,мы так легкомысленно задержались на катке и попали в буран; может
1320,до смерти хочется съездить на каток.
1321,"с Л. решили ехать на каток и уже совсем собрались, но"
1322,"грамматикой, а Л. поедет на каток."
1323,Надо идти собираться на каток.
1324,"Ах, каток!"
1325,"Вчера мы были на катке, и я могу признаться — нет"
1326,катались по кругу огромного-огромного катка под вальсы Штрауса.
1327,"Каток был какой-то праздничный, ярко освещенный"
1328,и я решила ехать на каток одна.
1329,"уже вечер, он катается на катке стадиона «Динамо»)."
1330,прийти — ради продолжения интриги — на каток.
1331,"Хребты Инылчек-тау, Каинды-катта и Боз-кыр составляли как бы"
1332,"пруд, где у нас расчищен каток и выстроена большая деревянная гора"
1333,"линейку, которая у нас называется «катки», и все мы едем купаться"
1334,"называют фрикционными и антифрикционными: тормоза, катки, колеса, подшипники и другие несложные"
1335,"ребят большой интерес зимой как катки, а весной, при полой воде"
1336,"спускаются со своей горы на каток, который расчищается для них дворовыми."
1337,Этот каток не для вас.
1338,Кузярь храбро шагал по катку наперерез им и нахально отругивался:
1339,"Так, разгоряченные, мы подбежали к катку."
1340,у себя на мельничном пруду каток-то и сделали бы.
1341,"Больше они на этом катке не появлялись, и мы с"
1342,"Сверкающий лед катка, обсаженного елками, скользящие конькобежцы, и"
1343,"Видно, только на катке придется кататься."
1344,"деньги построили большой стадион с катком, футбольным полем и теннисной площадкой."
1345,ведь надо побывать и на катке.
1346,"Они приходили на каток вечером, торопливо переодевались на тесных"
1347,"белого морозного воздуха, врывающегося с катка через поминутно открываемые двери."
1348,"с досады перестал ходить на каток, по улицам на коньках тоже"
1349,"представить себе Генку, бегающего по катку на одном коньке!"
1350,"Целые дни пропадает на катке, даже газеты в руки не"
1351,"Это, должно быть, на катке оркестр играет, — заговорила Ольга."
1352,"Вот и кончилось детство: каток, школьная стенгазета, пионерский клуб и"
1353,"Ты бы лучше пошел на каток, чем бессмысленно сидеть и что-то"
1354,Я уходил на каток.
1355,Сумерки заставали меня на катке.
1356,На катке я часто встречал подругу моей
1357,"чех Коваржик поворачивался лицом к катку, чтобы видеть этот танец."
1358,"ли я думать тогда на катке, что жизнь Весницкой окажется гораздо"
1359,"вальс, так же как на катке, перекинув косы себе на грудь"
1360,"раз, когда я попадал на каток, я вспоминал Катюшу и капельмейстера"
1361,Зимой в этом саду устраивали каток.
1362,В. кучи снега по краям катка втыкали елочки.
1363,связанное чудовище и поволокли на катках к реке.
1364,"Гуля возвращалась с катка румяная, весёлая, с коньками под"
1365,"огни, отражённые в ледяном зеркале катка."
1366,Он приходит с катка или кинематографа в двенадцатом часу
1367,"на скетингринге — на этом летнем катке, и с островов любуются заходящим"
1368,под гусеницы танка и опорные катки;
1369,между первым и вторым поддерживающими катками.
1370,между направляющим колесом и поддерживающим катком.
1371,"корпуса между первым и вторым катками, поражая водителя, и между пятым"
1372,"и между пятым и шестым катками, пробивая радиатор."
1373,и между пятым и шестым катками средних танков (под крылом): в
1374,"в том числе: 1) по каткам; 2) ведущему колесу, расположенному в"
1375,участков дорог целесообразно устраивать примитивные катки на дышле (длиной 2-3
1376,"около сажени, лежал горизонтально на катках и легко мог, как карусель"
1377,"меня времени не хватает для катка, гулянья и т. п."
1378,май они возили тракторы и катки перед нашими окнами.
1379,"и парни, ходили, обнявшись, за катками или лежали на солнышке."
1380,"машины на конной тяге (утюги, катки и т. д.)."
1381,Еще думаю сходить на каток в театр.
1382,"слухи о страшных драках на катке, о благородных силачах-гимназистах, о"
1383,На каток?
1384,На катке
1385,"с утра сговорились пойти на каток, и все нам что-то мешало."
1386,"на морозе прождать с полчаса: каток был завален снегом, закрыт, и"
1387,"Но как приятно, когда на катке вдруг начинает идти снег!"
1388,Никогда на катке снежинки не падают ровно на
1389,"мы поехали на другую сторону катка, к детской площадке."
1390,"Мы ушли с катка, когда уже погасили свет и"
1391,"пришлось бы, например, выбирать между катком и трамваем."
1392,"все, что я наговорил ему:  «Катки, на которых вращается башня, проржавели"
1393,"подреза и ремешки: морозы скоро, каток в Зоологическом саду откроем, под"
1394,"допускать, шею бы не сломали, катки на Москва-реке и на"
1395,"на полозьях — прогуливать по ледяному катку барынек с детьми, вороха метел"
1396,"выручку из бань, с ледяных катков и портомоен."
1397,"замерзшее болотце внизу превращали в каток, и Така подшучивала надо мной"
1398,"казавшейся мне огромной, устраивался зимой каток."
1399,парни начали делать на Полуденной каток.
1400,Каток наш славился.
1401,с четырнадцати лет переходили на катке в компанию взрослых.
1402,кованые полозья и вышел на каток.
1403,"утра было свежо, синий лед катка блестел под холодным солнцем, весело"
1404,"пучеглазые, рябые — все валят на каток."
1405,парней бить меня завтра на катке.
1406,все же не пошел на каток.
1407,"в западню монаха, чудил на катке, подстрелил Емельяна и начал тащить"
1408,Закрыты катки и бани.
1409,"у дома, пригласил нас на каток, мы уже сговорились 5-го или"
1410,"водой, вода замерзла, и получился каток."
1411,"летом за рыбой, зимой на каток и разве не я так"
1412,"кто-то с Колей пойдет на каток, — сказал Филька."
1413,И я пойду на каток.
1414,"целый час на реке у катка, прячась за каждый сугроб."
1415,"Ты была уже на катке, так рано? — спросил он."
1416,"Я вовсе не была на катке, ты же видишь, что коньков"
1417,А направо — каток.
1418,"А далеко за катком, на реке, на вершинах открытых"
1419,На катке никого не было.
1420,"вдоль берега, поглядывая то на каток, то на девочку, уже задыхающуюся"
1421,перегуд — стон распятой под каменными катками земли — думал Гришка неясные думки
1422,"день, как лошадь, влачащая молотильный каток по гуменному посаду, ходил он"
1423,"глухо погромыхивать на токах каменные катки, понукали лошадей и быков мальчишки"
1424,"соломы на голый, выбитый каменными катками ток ложилась густая тень."
1425,"У ножки скамьи блестели запятки катков, желтые ремни зияли."
1426,"ходили в театр, кино, на каток."
1427,нашел заказ: он должен оформить каток в Детском Селе.
1428,"Пети возникло недоразумение с дирекцией катка, я не получил ни копейки"
1429,"видите за окнами, в саду, каток, горы…"
1430,Перед выходным днем был на катке.
1431,"На катке, однако, было скучно."
1432,дома и нарочно пригласил на каток на следующий день.
1433,На каток я идти не собирался и
1434,когда-то я разбился на динамовском катке.
1435,"Смелый» стоял на катках, без винта, гулкий, как бочка"
1436,Рыбаки сидели у пристани на катках и ждали кунгасов.
1437,Еще четверо катили и разматывали катки со шлангами.
1438,"глыбы льда, а дно — в каток."
1439,"и, подведя под него стальные катки, поставили его на рельсы."
1440,с приятелями расчистили площадку для катка и заботливо поддерживали лед в
1441,Дина и Костько ходили на каток.
1442,с другими товарищами катались на катке.
1443,"видимо, давно уже покоились на катках."
1444,"вчера, и сегодня был на катке."
1445,Вчера был на катке.
1446,Удовольствия никакого от катка не получил: коньки были тупы
1447,"нашло» на меня вечером, на катке, и осталось, пока не заснул."
1448,"я с нею встречаюсь на катке, я не примечаю у себя"
1449,"Н., Л. Е. шли на каток и заметили ее впереди нас."
1450,"мне не удалось сходить на каток, а надо бы сходить было."
1451,"квадригу, подкладывая на пути круглые катки."
1452,"Квадрига медленно ползла, скрип катков оглашал воздух, люди суетились вокруг"
1453,"берега, а под большие подкладывали катки и волокли их, как обыкновенные"
1454,"стаи лебедей, квадрига, ползущая на катках по берегу Борисфена!.."
1455,И на каток вместе.
1456,"от всплесков, палуба обратилась в каток."
1457,"он шел с детьми на каток, иль кататься с горы на"
1458,на реку летом и на каток зимой Ипполит ходил только с
1459,"мама боялась простуды, а на катке приказывала кататься в ватной шинели"
1460,"оттуда страшные рожи, — а на катке, несмотря на то, что поздороваться"
1461,"На улицах, на катке и на Откосе он появлялся"
1462,Вместе они катались на катке.
1463,"часы отдыха, на Откос, на каток, на лыжах по окрестностям."
1464,"ты ходишь со мною на каток, — все это тебе неинтересно, — ты"
1465,"Тяжелый ящик на катках, срубленный из бревен, набитый доверху"
1466,"Во дворце, на катках, в парках"
1467,На катке парка будут выступать юные мастера
1468,На катке в Петровском парке в тихий
1469,Над катком стоял беловатый туман сумерек.
1470,"После встречи на катке Пашка понял, что любит Любочку"
1471,"Когда он вернулся с катка, Ольга вязала сыну у лампы"
1472,"они попрощались, как давным-давно, на катке."
1473,"берег, положили доски, на них — катки и на этих катках постепенно"
1474,них — катки и на этих катках постепенно перекатили вельбот из бухты
1475,"в театр, в кино, на каток или в зимний бассейн для"
1476,"оделись в теплые шапки, открылись катки, деревья на бульварах уснули, храня"
1477,Вчера мы были на катке.
1478,в течение 10 минут на катке танцуют вальс.
1479,Каток меня хорошо встряхнул.
1480,"После обеда подруги собирались на каток, а вечером в общественном собрании"
1481,И на каток тоже…
1482,я взял себе абонемент на каток.
1483,"оттуда, я иногда заходил на каток."
1484,"на меня один раз на катке, и Стефания ее мне представила."
1485,Лед раскис на катке.
1486,Вальс был слышен с катка.
1487,30-го ходил на каток.
1488,Каток…
1489,обещал зимой водить их на каток.
1490,"Но башня, перекошенная на катках, с разбитой станиной левого орудия"
1491,"страшного взрыва, она соскочила с катков и перекосилась набок."
1492,Отмутузила его самого пьяного катком и ушла.
1493,"Она любит бывать на катке вечерами, а я ненавижу катки"
1494,"катке вечерами, а я ненавижу катки и всякую такую штуку."
1495,После катка явится.
1496,На каток скоро.
1497,много народу сегодня придет на каток и что «все-все наши
1498,торопливо стала она готовиться на каток.
1499,Езды до катка на грузовом автомобиле не больше
1500,"Когда грузовик подъезжал к катку, то, не утерпев, она свесила"
1501,в громадный сад с вывеской «Каток Динамо».
1502,"в рабочем поселке, но на катке с детства не бывала."
1503,а скоро обратился в колонийский каток.
1504,"развлекаясь дома же, на своем катке, на своей горе, домашним детским"
1505,И на што такой каток разводить?»
1506,наряжается в коротенькую шубку для катка.
1507,"для лошадей — снаружи, а внутри — «каток» со снедью."
1508,"На катке все: и щековина, и сомовина"
1509,"для извозчиков, где красовался увлекательный «каток», арендатор которого платил большие деньги"
1510,Лучше «катка» нет!
1511,"без блюдечек, ставили стаканы на каток, а рядом — огромный медный чайник"
1512,"как работали,  «ноги калачиком», на катке вокруг чашек, а кому не"
1513,"после каждого глотка клали на каток и снова, прожевав мясо и"
1514,"обеда мальчики убирают посуду, вытирают каток, а портные садятся тотчас же"
1515,"бороздили плавучие города на гигантских катках, вмещавшие в себя многие тысячи"
1516,веселили и развлекали молодежь на катке.
1517,"Когда он появлялся на катке на своих снегурочках, раздавались возгласы"
1518,"общих друзей, — встречи на Юсуповском катке, ее комната с темно-синими обоями"
1519,Войска волокли на катках две оснащенные яхты.
1520,Каждый день на катке нашем околачивается.
1521,"бы роль франко-английского парового катка, сглаживающего малейшую неровность на их"
1522,"как-то вечером она была на катке, я сидел и занимался в"
1523,"детей, цветов и велосипедистов, зимою – каток."
1524,мачты в трех точках на катках.
1525,"час, примерно,  «Электрон» встал на катки своих опор."
1526,"и блестящем, как лед превосходного катка."
1527,"был скользок, как лучший зеркальный каток."
1528,"два часа пополудни, приходите на каток Чистых прудов."
1529,"она тебе назначила рандеву на катке, где ты поцелуешь не кусок"
1530,удовольствия сопровождать тебя на чистопрудный каток и занимать на морозе апатичную
1531,"тоже — приглашение и — тоже на каток, но только на Патриаршем пруду"
1532,"обратные примеры, оба на большом катке Зоологического сада."
1533,Самый близкий каток от Кудрина был как раз
1534,уютный и близкий от дома каток Патриарших прудов.
1535,печатный плакат:  «Просят гг. посетителей катка без надобности не царапать лед
