,0
16614,"безропотные трудяги, не видевшие солнечного света, днем и ночью тянули тяжеленные"
16615,"город, лучше которого нет на свете."
16616,"гласит, что он появился на свет, как желанный ребенок в результате"
16617,когда прибывающие с разных концов света веселые моряки наполняли бары и
16618,"красота, в которой живут Духи Света, сплетаясь из роз, васильков, маков"
16619,результате сбоев в электроснабжении без света остались 319 млн. человек.
16620,"Я не люблю центрального света, можно сказать, ненавижу люстры."
16621,"Разнообразный свет делает интерьер таинственнее, интереснее."
16622,"1996-1997 гг., позволило пролить свет на происхождение вирусов H5N1 и"
16623,обстоятельство и обеспечило ему «зеленый свет» от первого до третьего чтения
16624,"в Евросвете: помимо цвета, именно свету поручено привнести в будни покой"
16625,"Прокомментировать ситуацию, а также пролить свет на то, была ли поездка"
16626,участии Издательского отдела вышли в свет свыше тридцати церковных доку ментальных
16627,"знает, как кажется, все на свете, видевшие и слышавшие митрополита Питирима"
16628,В свете Постановления Конституционного Суда РФ от
16629,аборта можно и на тот свет отправиться.
16630,"Я забывал обо всем на свете, кроме покачивающегося красного перышка…"
16631,Художник по свету: Глеб Фильштинский.
16632,что она обделена всем на свете.
16633,Вышедшая в свет в конце 50-х годов эта
16634,Русского музыкального общества появилось на свет Божий точно феникс из пепла.
16635,родились в пятницу и что «свет Ислама» начал распространяться именно в
16636,нам священные знаки — «блестящие знамена света»  («Веселися!»).
16637,"музыкант, чья дирижерская манера отраженным светом проявляется и в дирижировании Шахакимова."
16638,"театральной», причастной к «искусству» и «свету»."
16639,"хотят оказаться в ликующем кругу света, среди уже пришедших и еще"
16640,строителям наконец был дан зеленый свет.
16641,"решение указанных вопросов,  «появившийся на свет» институт Уполномоченного в крае воспринят"
16642,ЧЕРЕЗ ДЕНЬ ПОСЛЕ КОНЦА СВЕТА
16643,"лучшими галереями в разных концах света, за ними охотятся коллекционеры."
16644,"простота мудрости, зачастую озаренная библейским светом."
16645,"И только свет веры, так ясно исходящий от"
16646,"сплошным» письмом, излучают удивительный теплый свет."
16647,"возможности Дворца культуры по части света, костюмов, декораций и прочей мишуры"
16648,"суета, песни, танцы, и гас свет, и двигался занавес, и даже"
16649,Наперегонки со светом
16650,"экспериментальных сюрпризов, связанных со скоростью света."
16651,"только сообщение о том, что свет можно остановить!"
16652,"постепенно раскрывая свои тайны, скорость света возникала практически везде, где речь"
16653,Жидкий свет?
16654,"Оказалось, что эти пучки света начинают принимать форму капель, да"
16655,"Да, свет обладает не только волновыми, но"
16656,Но разве может свет превращаться в твердое вещество или
16657,моделях Мичинела заманчиво кружились капельки света.
16658,Если свет и впрямь можно превращать в
16659,"Провел сегодня свет в избу, а то провода"
16660,рассказы Кира Булычева впервые увидели свет на страницах нашего журнала.
16661,"восток и на юг — к свету, к солнцу."
16662,"что нет больше на белом свете одного, другого, третьего одноклассника."
16663,"надежда, что искры разлетятся по свету и зажгут новый костер."
16664,"блаженстве там, где сияет немеркнущий свет, разливается благоухание», католический первосвященник призывал"
16665,"Борис и Глеб, озаренные небесным светом."
16666,Такая вот картина чувств в свете нейрохимических реакций.
16667,прежде чем парк озарится искусственным светом.
16668,"дверь, а в прихожей зажегся свет."
16669,этому ресурсу выделяться в выгодном свете.
16670,OSRAM GMBH «АЛЬФА-БАНК»  «СВЕТ» ПОКУПКА
16671,около 90 % акций ОАО «Свет».
16672,ОАО «Свет» — завод по производству люминесцентных ламп
16673,"Вольфа-Дитера Бопста, покупка завода «Свет» позволит концерну укрепить позиции на"
16674,Оборот завода «Свет» по трубчатым люминесцентным лампам и
16675,Osram планирует инвестировать в ОАО «Свет» более 10 млн. евро.
16676,новой находки может пролить дополнительный свет на сложную проблему человеческой эволюции.
16677,три года назад появилась на свет в издательстве «Транспорт».
16678,"московское издательство «Академия» выпустило в свет учебник «Логистические транспортно-грузовые системы», который"
16679,"В свете этого, по всей видимости, некорректна"
16680,пособие главой «Логистические системы в свете эволюционной экономики».
16681,В 2002 г. вышла в свет новая монография д-ра с.-х. наук
16682,"списке использованной литературы, вышло в свет в конце 1980-х годов."
16683,г. в Праге вышла в свет книга известного чешского энтомолога Вацлава
16684,"30-е годы более явно в свете «борьбы видов», позже в гораздо"
16685,"Историк формулирует проблему и в свете ее отбирает те памятники, анализ"
16686,поскольку с ее помощью на свет появляются так называемые «крепкие профессионалы
16687,"Значит, музыка способствует появлению на свет самого совершенного, самого гармоничного типа"
16688,из разорванного живота появляется на свет Божий покрытая омерзительной плесенью тварь.
16689,В свете реализации этих требований больше внимания
16690,"любви, в результате которой на свет появилась Аленка."
16691,"который оборудован подводным звуком и светом — погружаясь в воду, человек продолжает"
16692,"напротив, пронзительно яркий напористый неоновый свет скорее воссоздает атмосферу огромного города"
16693,"формула, найденная для этих залитых светом комнат, где на первом этаже"
16694,своими скульптурами из серии «источники света».
16695,"Я хотел бы являть свет через скульптуру, освещая предметы, площади"
16696,как их содержание может пролить свет на определение законности этого мирового
16697,хотела «распахнуть окна» для доступа света и контакта с внешней средой.
16698,"самом верху превратилась в залитый светом, словно взлетевший к облакам, кабинет."
16699,читаете очередной выпуск программы «Тушите свет» в «Новой газете»!
16700,"часто ощущается недостаток радости и света, и она бывает полна странных"
16701,взбирается вверх — к сияющему бирюзовым светом дверному проему.
16702,"своего часа опера увидела, наконец, свет рампы и, более того, этот"
16703,"в помещении сельского клуба, погас свет…"
16704,"подрыве образуется вспышка очень яркого света, на время лишающая личный состав"
16705,"Почувствуйте, где горит свет, и что делают люди!"
16706,В свете вексельного законодательства также является спорным
16707,выступлению Шнурова — не наступил конец света и говорить о количестве пришедших
16708,"холодов и сырости, впустит солнечный свет, но преградит дорогу лишнему ультрафиолету."
16709,"определенных сферах — в наиболее розовом свете предстают спорт, культура, образование (преобладает"
16710,"Солнце, свет, спокойствие, радость, тепло."
16711,"Ключевые слова: Солнце, свет, спокойствие, радость, тепло."
16712,"постоянно промывало (и сейчас промывает) светом; ушли страх, волнение, неспокойствие ума."
16713,вам за вашу доброту и свет!…
16714,Свет.
16715,"за первые волны тока и свет, спасибо за то, что вы"
16716,"и глаза, из которых льется Свет."
16717,Свет.
16718,Лишь внутренней готовности и зелёного света на открытость.
16719,"Когда есть любовь, свет, а остальное что-то, мысли по"
16720,"Потрясающее ощущение, когда включили свет: легкое дрожание изображения."
16721,Излучающего свет из глубины души.
16722,"масса — пусть даже излучающая мощный свет, но все же нечеткость — сделать"
16723,"от того, чего нет на свете."
16724,"Это всегда Выход в Свет, подразумевающий сложный комплекс ощущений — театральное"
16725,Появлению новинки на свет предшествовали печальные события: в 1871
16726,"В свет вышли три толстых тома, кончающиеся"
16727,"светильник, несущий людям не только свет, но и тепло."
16728,"художника А.Шишкина, художника по свету Г.Фильштинского): ключевые моменты драмы"
16729,"иногда кажется, что даже в свете софитов, там, на сцене, я"
16730,"у несчастных кружилась голова, мерк свет в глазах."
16731,средневековую борьбу с космополитизмом — красный свет любому общению с великой культурой
16732,"особенно в России, особенно в свете традиций отечественной литературы."
16733,улице — кожа мало получает солнечного света и кислорода.
16734,можем продемонстрировать клиентам со всего света свою компетентность в области декоров
16735,исследований в 1999 г. на свет появилась книга «Фольклор Судогодского края
16736,получает шанс поездить по белу свету со своими постановками — посмотреть других
16737,"Представляется необходимым ее изучение в свете современного музыкознания, как подлинно духовного"
16738,"серии (первый выпуск вышел в свет в1999 году, 296 страниц)."
16739,Пушкина открыта дверь в полноту света и неба.
16740,В свете реализуемой Кремлем реформы по разграничению
16741,Ясная и тихая веселость странным светом освещает незамысловато-игривую музыку финала.
16742,Основными составляющими системы являются источник света: оптико-волоконный кабель или хрустальные рассеиватели.
16743,"Вечером, при включенном свете, такие «звездочки» выглядят очень интересно"
16744,Тогда при солнечном свете на поверхности потолка будут видны
16745,Жил на свете Ваня-доктор
16746,не заставляет росток тянуться к свету.
16747,молитва о вечном покое и свете).
16748,"И утверждает, что даже струи света совершенно иначе воспринимаются сквозь аромат"
16749,"он обращается с предметом, звуком, светом, линией, своей традиционной, чуть кривоватой"
16750,"таким же элементом зрелища, как свет, звук, линия, краска."
16751,"Особенно в свете того, что Васильев делал и"
16752,"магию из всего — из звука, света, линии, предмета."
16753,творца в самых разных частях света.
16754,обыска квартиры из-под кровати на свет Божий были извлечены аж десять
16755,"двухтомнику «Очерков истории…,», вышедших в свет в Ростове-на-Дону, особая"
16756,"год, Моника Левински, терроризм, конец света, цены, безработица, новогодние праздники, дубленки"
16757,Тревожной в свете этих событий выглядит будущая экономическая
16758,"представляется, мягко говоря, спорным в свете частых поражений каратистов-спортсменов от"
16759,административной юстиции в России (в свете зарубежного опыта) //
16760,"Сквозь снежную пелену, в свете фонарей оно смотрелось, как небольшой"
16761,"Так мужики без света спускаются вниз и вкалывают, как"
16762,"над электрической программой, которая увидит свет в середине 2003 года."
16763,недалеком будущем следом за ним свет увидит и «Нижинский».
16764,Ни свет ни заря
16765,"взорвалась электропроводка, когда попытались включить свет."
16766,"подъезда некоторое время находились без света, а дежурный свет на площадках"
16767,"находились без света, а дежурный свет на площадках в 1-ом подъезде"
16768,"Первый («Лесоводство»), вышедший в свет в 1964 г., выдержал уже"
16769,Вспышки света.
16770,Рефлекс «включения» света.
16771,"вы испытываете трудности при ярком свете, то учитесь работать при неполном"
16772,"и вы увидите кратковременную вспышку света, наподобие призрачной молнии."
16773,"огнем» понимается не только физический свет или его источники, но и"
16774,Вспышки света используются в том числе и
16775,"рефлекса, срабатывающего при «ложном» включении света."
16776,обратите внимание на бледную вспышку света!
16777,"включением тумблера и одновременным появлением света, что, когда не происходит этого"
16778,перед вами в совершенно ином свете!
16779,разноцветных бликов наполнили пространство музыкой света.
16780,светового оборудования и систем управления светом.
16781,"только у театральных художников по свету, но и у наших специалистов"
16782,"ярких, насыщенных красок, соответственно и свет должен быть динамичным, темпераментным."
16783,"Все в движении, все — свет."
16784,Очаровательная красочная выставка «Семь сторон света» Тобиаша Ребергера представляет собой инсталляцию
16785,"и Венецию с помощью источников света, поочередно вспыхивающих по сигналам из"
16786,мгновение здание закрыто от солнечного света.
16787,"постоянная Планка, умноженная на скорость света, деленная на квадрат заряда электрона"
16788,"Россия привлечет к себе высший свет и здесь возникнет изобилие, сложатся"
16789,это Рождество пошли по белу свету радость приносить тряпичные куклы.
16790,"Тихий, теплый свет поселился в сердце."
16791,"людьми разных исповеданий; нет части света, где бы не знали о"
16792,"отступает под лучами преображающего Фаворского света, души умягчаются Крестными Страданиями Спасителя"
16793,"А ему, свет, слава, слава — держава, во всю"
16794,28 февраля ни свет ни заря — в период с
16795,"Скорее, во Владике снова свет вырубили!"
16796,"площади, в Вашингтоне появлялась на свет девочка — первая в 2003 году"
16797,"Хелен произвела ее на свет, а Джоанне предстоит еще удочерить"
16798,В свете грядущего реформирования этой структуры наличие
16799,"отметить, что VI НВЯ в свете предстоящей осенью Франкфуртской книжной ярмарки"
16800,"несметное количество во все концы света, и когда, по словам Касьянова"
16801,Рецензируемая энциклопедия появилась на свет благодаря упорному многолетнему труду исследовательской
16802,Выход в свет в 2002 году подобной книги
16803,"В этом свете верен и тезис, что для"
16804,"весенний: журчание ручьев, игра солнечного света, голоса и порхания птиц."
16805,Живущий в неприступном свете явился миру.
16806,"В духовном ликовании, имея свет Христова разума, мы не должны"
16807,"способности отражать падающий на них свет, а свет, попадая в наши"
16808,"падающий на них свет, а свет, попадая в наши глаза, проходит"
16809,спасенные народы будут ходить в свете» нового Иерусалима (Откровение).
16810,Вышел в свет второй том книги Е.С
16811,"пятна не отвлекали от игры света и тени, создаваемой геопластикой."
16812,там я и появился на свет в 1957 году.
16813,"50 научно-педагогических трудов, вышедших в свет в СССР и за рубежом"
16814,обеспечения развития местного самоуправления в свете послания президента Российской Федерации Федеральному
16815,Свет — лекарство будущего
16816,СВЕТ ВЕРЫ
16817,"своей языческой вере и видеть «свет Бога в себе», жить по"
16818,Свет и тепло станут еще более
16819,"том, что мало есть на свете приятных вещей, не имеющих отталкивающую"
16820,не успеешь — уже пора включать свет.
16821,разрушается при нагревании и на свету.
16822,"должны были наверняка разбрестись по свету, как у Ильфа и Петрова…"
16823,"сочетания многочисленных деталей, образующего игру света на поверхности изделия, характерный металлический"
16824,даже при отсутствии внешних источников света за счет более эффективного рассеивания
16825,за счет более эффективного рассеивания света от встроенных в букву внутренних
16826,В 1925 году увидел свет «Иосиф Прекрасный» Касьяна Голейзовского.
16827,"в восьми томах, вышедшем в свет в 1889 году, насчитывается около"
16828,Самый легкий язык на свете — гавайский (один из полинезийских диалектов).
16829,языком можно выразить все на свете.
16830,нужно внимательно следить за игрой света и тени.
16831,сна («вдруг подбросит тебя — включишь свет и записываешь»).
16832,большую часть промышленного производства Старого Света.
16833,делить всю выпускаемую в Старом Свете продукцию.
16834,"к движимому имуществу, приобретает в свете международной ситуации, сложившейся вокруг рассматриваемых"
16835,в 2004 году зажегся зеленый свет.
16836,"сражаются должно быть равной меры, свет и тень одинаково распределены (Иеринг"
16837,"Есть на свете места, в которых время словно"
16838,"фасад, учитывают ориентацию по сторонам света и применяют различные марки стекла."
16839,защищать от переизбытка тепла и света.
16840,"При выключенном в помещениях свете невозможно понять, где в здании"
16841,и третья картины) и манящее светом мигающих во мраке огоньков Царство
16842,существу спровадил джазмена на тот свет.
16843,"камне, интересовало больше всего на свете."
16844,"его финал, срежиссированный как конец света, мы тогда не воспринимали провидчески."
16845,легко начинали оправдывать все на свете формулой «на войне как на
16846,из самых банальных монологов на свете.
16847,"в саду, 
 Благословляя жизнь на свете
Заботливей, чем жизнь свою."
16848,"Коллектив художественной самодеятельности при заводе «Свет», в составе которого выступала Татьяна"
16849,"полета, как будто прекрасный яркий свет наполняет изнутри."
16850,"фотографии, сделанные ночью при лунном свете."
16851,"И лунный свет, он хоть и призрачен, но"
16852,"приобретает серебристый оттенок, имитирующий лунный свет!"
16853,"следующие Его указания, которые проливают свет на то, что же такое"
16854,"типы и стихии со сторонами света, концепцией инь-ян и вытекающими"
16855,региональные власти дали им «зеленый свет» на любые мероприятия по выбиванию
16856,"остаются без воды, тепла и света."
16857,"стало горожан, лишившихся из-за отключений света и скачков напряжения холодильников, телевизоров"
16858,"Накануне выхода в свет двухтомник Хаджибикара Муталиева, двухтомник Багаудина"
16859,предопределенности в его появлении на свет и уходе…
16860,бескорыстных любителей время является на свет новое театральное образование!
16861,"Свет во тьме светит, и тьма"
16862,"цветовая гамма и неяркий, ровный свет спектакля ассоциировались с мягкой осенней"
16863,Добролюбов своей знаменитой статьей «Луч света в темном царстве» до сих
16864,"В школах, больницах — свет и тепло, в квартирах люди"
16865,"Хочешь тепла и света, плати."
16866,"разыгранный в старинном форте, при свете фонарей «Кориолан» Шекспира."
16867,"А пока они исповедуются, таинственный свет заполняет шкафы."
16868,"самосуд участковый отправил на тот свет негодяев, отравлявших жизнь многим односельчанам"
16869,"подлеца, что оставил стариков без света."
16870,если бы не появился на свет Федеральный закон «О введении в
16871,В свете рассматриваемого Федерального закона вскоре появится
16872,"обладатель главного клубного трофея Старого Света — мадридский «Реал», в активе которого"
16873,не собиралась отступать перед пронизывающим светом прожекторов.
16874,"серые камни развалин, вдруг выхваченные светом факелов, были, как никогда, оглушительно"
16875,"Игру нездешнего света, тайну порожденных им теней…"
16876,"стоит идти, чтобы выйти на свет?"
16877,"уже полвека, как нет на свете, и к действующему президенту."
16878,УЧЕНЬЕ — СВЕТ.
16879,и более чем уместным в свете развернувшихся событий названием Красный боец.
16880,В свете представленных положений первоочередная задача структурно-геодинамических
16881,На свет появились две старенькие шляпы и
16882,"репутация отбросит тень или, наоборот, свет на образ вашего знака."
16883,по меньшей мере неприличны в свете страданий Христа (и непродолжительные посты
16884,"российских чиновников, открывших ей зеленый свет."
16885,включил дурака и все на свете отрицает.
16886,Это еще более справедливо в свете недавней акции вооруженных сил США
16887,"палаты Гунтера, куда не проникает свет солнца."
16888,"куда не достигает холодный лунный свет осенней ночи, освещающий берега Рейна"
16889,"бросает красноватый, косой и мерцающий свет на неподвижное тело, на движущиеся"
16890,"им самим из подвала на свет, требует доставки в штаб…"
16891,"только во власти Бога, в свете неотложности Парусии кажется даже слишком"
16892,"бурным дуновением Святого Духа, просвещаемой светом Христовым, возгорающейся от Огня Духа"
16893,"нас есть отдел, который занимается светом, соответственно, мы везде с нашей"
16894,ядом и отправлять на тот свет друга?
16895,усопшему вечный покой и вечный свет».
16896,А в свете предстоящего референдума в Чечне и
16897,"личного оружия, которое появилось на свет в 70-е годы XX века"
16898,В центральной зоне — мягкий естественный свет — за счет стеклянной крыши.
16899,Будущее влюбленных выглядит в этом свете хрупким и сомнительным.
16900,"отрастить на лбу третий глаз, свет из которого вновь разлился по"
16901,пропадает зря: исходящий из него свет беспощадно уничтожает творящих зло.
16902,Необходимо ярко представить визуализацию излучения света из сердечного центра в каждую
16903,"2005 года, когда все на свете выборы давно пройдут и даже"
16904,"Свет, тепло и газ подорожают в"
16905,"о новых грабительских тарифах на свет, газ, горячую воду, то произойдет"
16906,Советского Союза лишены льготы за свет.
16907,"области рассказывали о том, как свет подешевеет, как появится конкуренция в"
16908,"В Благовещенске без света остались 50 тысяч человек, в"
16909,"человек, в городе Белогорске без света и воды — 22 тысячи человек."
16910,"Это означает, что без света останутся не только неплательщики, но"
16911,уже отчаялись просить у властей света и тепла в собственные дома.
16912,"подарок для лучшей девушки на свете»  (Orbit),  «Живи с улыбкой»  (Dirol"
16913,Именно здесь явились на свет и взросли первые вытрезвители нашего
16914,17 лет после выхода в свет первого издания.
16915,"Первомайский электромеханический завод», Харьковский завод «Свет шахтера», объединение «Укруглемаш», Первомайское ШПУ"
16916,"цвет) корпуса светильника, тип источников света."
16917,"условия: сегодня нет воды, завтра — света, а то и всего разом."
16918,"необходимо применять дополнительный переносной источник света, то есть использовать комбинированное освещение."
16919,объема и периодичности выхода в свет.
16920,"головных светильников, оснащаемых аварийным мигающим светом, а также радиопередатчиками для автоматической"
16921,и поэтов XX века в свете «дружбы» с определенной политической системой
16922,Уходя гасите свет!
16923,"Уходя на тот свет, гасите этот!  (written)"
16924,"в 1961 году появился на свет еще один сынишка — Леонид, которого"
16925,2005 г. беломорские алмазы увидят свет уже в промышленных объемах.
16926,Есть и такие страны на свете…
16927,"Лучшие люди России», выпущенной в свет в 2003 г., в номинации"
16928,тезис «пьеса из музыки и света».
16929,"послушать тихое журчание воды при свете мерцающих свеч, а главное, приятно"
16930,еженедельник «Марийской правды» появился на свет благодаря предложениям читателей.
16931,падал яркий искусственный или солнечный свет.
16932,"то другое, то воды, то света, а то вдруг цвести начнут"
16933,"сбалансировано, упорядочено и многогранно в свете ассоциаций, призванных показать трагедию гения."
16934,"отношения с другими людьми правдой, светом, добром, истиной."
16935,Новый Год — вокруг Света
16936,"Многие века жители Китая, провожая светом фонарей холод и ненастье, встречают"
16937,домах на несколько минут гаснет свет.
16938,"подверженной разрушению под воздействием воздуха, света и масла, на участках жил"
16939,"Не хотят стать «сынами Света», а остаются «чадами тьмы»."
16940,"Вот свет луны, пока еще неяркой и"
16941,Свет фонаря рассеял лунный свет.
16942,Свет фонаря рассеял лунный свет.
16943,"садоводов вышли деньги, счета за свет, за газ и воду разом"
16944,"и явился Шабашов:  «При ярком свете непогоды», автор — Тиша Балтин."
16945,"поменяли, как положено, и оборудовали свет."
16946,"Все то же чувство края света, все та ж константинопольская мысль"
16947,"зала — везде пусто, я даже свет не зажигаю, только в курительной!"
16948,из них — самый большой на свете неудачник?
16949,"зал была открыта, оттуда падал свет; по темному фойе из зала"
16950,"на паркет холодную полоску дневного света от далекого окна, и мелькнула"
16951,Смотри! — он вытянул к свету руку и предъявил вспухший фиолетовый
16952,"плотника и выволочь его на свет божий, чтобы он не храпел"
16953,"жердин, привязал к ним у света костра раковни и закрепил в"
16954,"и положил за палатку, чтобы свет костра не будоражил озерных жителей"
16955,к еще тлеющему ровным желтым светом костру.
16956,Он оглядел при свете вспыхнувшей бересты мой палец и
16957,"уже весело трещал, освещая оранжевым светом палатку, стволы сосен, спуск к"
16958,Я застала на свете последнее поколение русских девятнадцатого века
16959,отброшенная на прочие пять шестых света.
16960,интерес ко всем новинкам Старого Света — все это было очень в
16961,"младшей и единственной девочкой, на свет явилась я."
16962,"Беллини до Сезанна, учила видеть свет на полотнах."
16963,много раз вместе выходили в свет.
16964,"мамы, которой не было на свете уже пятнадцать лет…"
16965,"прежде: умный, добрый, благородный, полный света, элегантный, справедливый…"
16966,"Свет мал — прослышав о затее, другие"
16967,который также ставил для нас свет.
16968,Белинкова «Черновик чувств» бросило обратный свет на его книгу об Олеше.
16969,Лампы дневного света загораются не сразу: стартеру в
16970,"залить все вокруг бледным, неоновым светом, два-три раза неуверенно моргает."
16971,отделения ровно тридцать ламп дневного света.
16972,"Иначе — как ты появился на свет, придурок?"
16973,потолком — висит дюжина ламп дневного света.
16974,Колеблющийся свет от множества свечей — когда Алёна
16975,"словно светится изнутри белым, матовым светом."
16976,"оплавились, но в их неровном свете всё можно рассмотреть."
16977,"стеклянную палочку и, поймав отблеск света, увидел, что ртуть застыла на"
16978,Матово блестящие в свете ламп.
16979,"В поисках грустного бэби», увидевшем свет на Западе, поскольку у нас"
16980,"тайны, всегда готовились к концу света."
16981,Они могут уничтожить все на свете.
16982,"№2 Мартин Борман появился на свет 17 июня 1900 года, был"
16983,"против евреев и появившиеся на свет после 1941 года, были завизированы"
16984,"вели бухгалтерский учет всего на свете, в частности того, что оставалось"
16985,книгу «Пять лекций о конце света».
16986,Что для вас конец света?
16987,По всему свету так.
16988,"идти за ней на край света, обезумевшие поклонники в России, Париже"
16989,Много-много света!
16990,Иду и света божжага не вижу!
16991,"На солнце и при ярком свете так горел, что собирал вокруг"
16992,"Зато утром, чуть свет, начиналась жизнь."
16993,"Нет на свете краше нашей Любы,"
16994,"от мира, как будто на свете есть только музыка и больше"
16995,"потеряно, нет никакой надежды на свете и все-таки где-то глубоко есть"
16996,"от счастья, как говорил папа,  «света божжага не видела»."
