,0
2674,"закоптил:  «Ну, нарисуйте что-нибудь, вот игла для этого»."
2675,"с натуры так называемой «сухой иглой», он позволяет достигать художественных результатов"
2676,"шишка, что он лежит на иглах, что тело его покрыто испариной"
2677,"связью психического опыта, который травы, иглы, сучья, листья, раздавленные консервные банки"
2678,"То раскаленной иглой сознания, что она за час"
2679,"Тогда длинные острые иглы ее орудий, привыкших искать врага"
2680,"бился, колол нам руки спинными иглами, что мы едва сняли его"
2681,"писатель, мастер, слова отточены, как иглы, зацепляют и держат, только этого"
2682,"Она создает своей иглой образы (shape) самой природы, вышивая"
2683,"Латка на латке, а игла не была."
2684,"раковине яркая киноварь; кисть тоньше иглы,"
2685,"вот тут острие борьбы, кончик иглы, направленный в сердце…"
2686,и все внимание на кончике иглы.
2687,"очень крепкие, острые и длинные иглы с тонкой пестрой перепонкой; особенно"
2688,тонкой пестрой перепонкой; особенно остры иглы на спине.
2689,кристаллы тумпаза с шляпкой и иглами ширлы.
2690,"на первый взгляд слово, как игла."
2691,"этим словом, будут, во-первых, 'швейная игла', во-вторых, 'вязальная игла или спица"
2692,"во-первых, 'швейная игла', во-вторых, 'вязальная игла или спица', в-третьих, 'филейная игла"
2693,"игла или спица', в-третьих, 'филейная игла', в-четвертых, 'лист хвойного дерева', в-пятых"
2694,"в-шестых, 'колючка животного', в-седьмых, 'граммофонная игла' (хотя в сущности в этом"
2695,"скорее слово иголка, а не игла)."
2696,густую заросль неведомых мне растений: иглы колючих кустарников то и дело
2697,дело впивались в меня… слово игла с современной точки зрения мне
2698,акации с острыми и твердыми иглами.
2699,"что это устаревающее значение слова игла, которое, по-видимому, заменяется словом колючка"
2700,"я предпочитаю немного пострадать от иглы бормашины, чем потом жаловаться всю"
2701,зарослях этой травы прячутся морские иглы.
2702,Интересно размножение морских игл; самец вынашивает в особых складках
2703,"так же, как и морские иглы."
2704,Иглой разграфляли на статуе.
2705,"Сначала делается сечение, игла обходит кругом, горизонталь выверена по"
2706,"Контур линии, проведенной иглой, наносится на фанеру."
2707,Мельчайшее отклонение иглы там нарастало в 15 раз.
2708,"лошадь, ходила по своей борозде игла."
2709,"сумеречный свет; фосфорически блеснули мокрые иглы сосен — казалось, сильнее при свете"
2710,Сквозь опущенную штору желтыми иглами втыкались в скатерть истрощенные лучи.
2711,"Ниток суровых и иглу-цыганку, шибко! — крикнул Дуняшке Григорий."
2712,"по груди до горла, звенящими иглами воткнулась в уши…"
2713,"щеках румянец, стала проворно орудовать иглой."
2714,"во все стороны длинными острыми иглами; желтые, зеленые, ярко-красные морские звезды"
2715,он вынул из патронташа медную иглу на длинном тонком шнуре и
2716,"нажав крохотную кнопку на рукоятке иглы, провел ее острым концом по"
2717,"на страх врагам, свои многочисленные иглы."
2718,"заметил зоолог, наглухо соединяя электрической иглой верх тяжелого ботинка."
2719,"Шелавин, сшивая на себе электрической иглой штаны."
2720,во все стороны необычайной формы иглами.
2721,Между этими иглами он натянул тонкий провод и
2722,"фиолетовый, с красными кончиками на иглах."
2723,морского ежа с розовыми кончиками игл.
2724,"Ты можешь насквозь проткнуть меня иглой, и мне не будет больно."
2725,"зеркальце и катушку ниток с иглой, — простилась с мышонком и громко"
2726,рту терпкий — как укол сотни игл — вкус.
2727,"чувство пряной неги, другой — ядовитыми иглами вкалывался в язык, третий — опутывал"
2728,"наконец, заметил мельчайшее отверстие, наколотое иглой или булавкой."
2729,"пурпуровые рыбы, шевелили волокнами длинных игол, равнодушно водяными глазами глядели на"
2730,"вполголоса священные изречения, нашивал большой иглой розовый лоскут поверх выцветших синих"
2731,Я изготовляю закаленные иглы для стрел.
2732,"пускали меткие стрелы с закаленными иглами на конце, подкатывали зажженные связки"
2733,Узкие башни были словно тонкие иглы.
2734,"дельфины, морские кошки, ерши, рыбы-иглы, рыбы-змеи."
2735,"ласково забрюзжал старик, вдевая в иглу провощенную нитку."
2736,"категории строчки или кружева, исполняемого иглой, следует отнести изделия крестецких и"
2737,искусство совмещения строчки и кружева иглой доведено до небывалого совершенства.
2738,"нарт, и посуда, и стальные иглы, и сукно, и бусы, и"
2739,имеет целый ряд острых вершин — «игл» — около 3800-3900 м высоты.
2740,"Муруджинская «игла» и «башня», 3595 м, 2б"
2741,"начинают подъем по контрфорсу западной «иглы», забирая правее, до места, с"
2742,"трудный предвершинный «жандарм», достигают вершины «иглы»."
2743,С вершины «иглы» спускаются по плите на юго-восток
2744,"на юго-восток до седловины между «иглой» и гребнем, идущим к «башне»."
2745,Переход от «иглы» к «башне» занимает 2 часа
2746,"седловинке Айпетри, на которой стоит «игла», хорошо видная из долины."
2747,поднимаются по осыпи на гребень («игла» остается направо) и по гребню
2748,"Скорлупа, совсем скорлупа, а пушчонка — игла."
2749,"Петропавловская крепость с ее золотой иглой, Двенадцать коллегий (где при Александре"
2750,к небу тянутся гигантские гранитные иглы.
2751,"водил своим смычком, как швея иглой, но не сшил себе даже"
2752,"острый асик смычка которого, точно игла, лишенная нити, дергал вверх и"
2753,Иглою вонзилась и сирот-ребятишек сзывала
2754,В волосах запутались порыжелые сосновые иглы.
2755,Варить настойку из хвойных игл посоветовал комсомольцам Касимов.
2756,"ящике патефона лежала пластинка, прижатая иглой."
2757,"делать только с новыми, острыми иглами, а тут мне попалась игла"
2758,"иглами, а тут мне попалась игла, уже довольно много поработавшая."
2759,Тупая игла никак не могла проколоть кожу.
2760,"литературы — прожгла его, как раскаленная игла, и не оставила в нем"
2761,Игла светит во сне…
2762,"начнешь лгать, я включу эту иглу"
2763,"включает иглу, которая, нагреваясь от электричества, начинает"
2764,Тушит иглу.)
2765,"кладет перо, пододвигает руку к игле."
2766,"вы остановитесь, я коснусь вас иглой."
2767,"Зажигает иглу, которая освещает бумагу, диктует.)"
2768,Игла в женских руках превращается в
2769,"Звонок на радиоаппарате, точно длинная игла, вонзился в мозг, и сердце"
2770,Они прокалывали тьму длинными иглами как раз в сторону горного
2771,"некогда давно, на Памире, новая игла сознания уколола его:"
2772,"в пальцы множеством мелких шершавых игл, цепляясь ветвистым корнем за каменную"
2773,растопыривший бледно-зеленые сухие шишечки и иглы.
2774,Вера Игнатьевна толстой иглой и вощаной ниткой пришивала отпоровшуюся
2775,но ее рука с толстой иглой не возобновила работы.
2776,"Давали ему иглы, бисер, железный котёл, табашные трубки"
2777,"никакого внимания, — как-то топорами, ножами, иглами, нитками, верёвками."
2778,"важностью таких жизненных предметов, как игла, шило, дратва."
2779,"Глаза у всех стали, как иглы."
2780,еще больше стали походить на иглы.
2781,а доктор Иван Иванович — кривою иглой и шелковой ниткой — шил Ваняткину
2782,"и терпеливо, неумело, огромной вышивальной иглой (другой у меня нет) шьется"
2783,"водку, продолжал: — Быто — пито, булатной иглой много шито, а ныне забыто."
2784,Быто — булатной иглой шито!
2785,Быто — булатной иглой шито
2786,"голые, без подлеска, только бурыми иглами выстланные, бугры под простоватыми соснами"
2787,"ослепительный луч, не толще вязальной иглы, соскочил со стены и резнул"
2788,"он негромко, — как будто писали иглой в мягком тесте."
2789,Вдруг точно игла прошла сквозь нее:  «С ним
2790,довести его (практически) до толщины иглы.
2791,"Ослепительный, тонкий, прямой, как игла, луч из дула аппарата чиркнул"
2792,"Азии, над равнинами Африки, покрытыми иглами и пылью высохших растений, летели"
2793,"указал на светящуюся, прямую, как игла нить."
2794,"на куполе Исаакия, на золотых иглах Адмиралтейства и Петропавловского собора."
2795,Янсен! — встревоженный голос мадам Ламоль иглой прошел через мозг.
2796,"Он был тонок, как вязальная игла, ослепительно белый, и шел из"
2797,"Ракеты снабжены остриями-иглами, принимающими на себя электричество, которое"
2798,крошечной пылинки радия на кончике иглы.
2799,"от недавнего дождя, и сосновые иглы блестели, как стеклянные."
2800,"картонными кругами, деревянными планшетками, стальными иглами, стрелками и указателем, уже не"
2801,"Словно иглами кололо язвы в гортани, каждый"
2802,"прозрачные соленые пласты на крепких иглах ее скелета, когда от его"
2803,"его перине уже торчит ржавая игла — какая не знаю, но ржавчина"
2804,"Земля темно-коричнева, усеяна иглами, кое-где желуди, шишки."
2805,"драгоценности: банку с заспиртованными морскими иглами и коллекции бабочек, жуков, ракушек"
2806,штопает сеть специально вырезанной деревянной иглой и рассказывает и рассказывает.
2807,"сунула какую-нибудь вещь: ремень, повойник, иглу, ключи и т. п."
2808,Бьет в лицо иглами.
2809,"бус, а пол был усыпан иглами."
2810,"пока ледяные, зеркально-блестящие грани игл и обелисков, отражая лунный свет"
2811,мучительные пункции (прим. — уколы особой иглой).
2812,"вдруг взвизгнула, будто ее укололи иглой, и в ужасе отодвинула от"
2813,в душе словно награвированный тончайшей иглой — помещай его хоть на конфетную
2814,А затем в сознание тонкой иглой вонзилась однообразная звенящая нота комариного
2815,укус каждого ощущается как укол иглы.
2816,"пункции употребляют тонкую и острую иглу, длиной 10-12 см с"
2817,"Важно, чтобы игла была острая."
2818,После кожи некоторое сопротивление игле оказывают только связочный аппарат позвоночника
2819,"при проколе которых рука, держащая иглу, испытывает своеобразное ощущение."
2820,"После того как игла попадает в канал, вынимается мандрен"
2821,"В некоторых иглах имеются особые приспособления, дающие возможность"
2822,соединенной с отверстием в головке иглы.
2823,"мягких тканей, через которые проходит игла."
2824,"порциях, то иногда осторожным выдвиганием иглы и обратным вдвиганием и поворачиванием"
2825,"Когда игла попадает в канал, больной иногда"
2826,"вливают физиологический раствор, делают кровопускание иглой из вены."
2827,"хватают за ноги, колют его иглами, режут."
2828,"терпеливо высидел, пока она орудовала иглою, и два раза снисходительно сказал:"
2829,"Незримо меняя иглу за иглой своей хвои, они"
2830,"Незримо меняя иглу за иглой своей хвои, они кажутся неизменными"
2831,"сучья, на сухом ковре опавших игол, очевидно, собирать мед не с"
2832,"из мха и опавших сосновых игол, верхушку постели выстилает пухом из"
2833,"расстоянии читать мысли, колоть себя иглами, не пить и не есть"
2834,"самом песке, покрывая его хвойными иглами."
2835,"девяти сантиметров длиной, с острыми иглами на плавниках."
2836,"своевременно, то такая блоха извлекается иглой, какъ заноза, почти безболѣзненно и"
2837,"звонких, тонких и острых, как игла, воплей."
2838,"Горячие лучи, как тончайшие раскаленные иглы, проникали под кожу, испаряли из"
2839,"ожогов, раствор соды, йодоформ, хлороформ, иглы с шелком, положенные в раствор"
2840,нее кожу и начали штопать иглой с шелковой ниткой.
2841,"Старший врач Макаров, штопая ему иглой пробитый сальник, выпрямился и, повернув"
2842,"я кое-кому докажу, сколько стоит игла с ниткой…"
2843,"духов могут уместиться на конце иглы, или другой такой же перл"
2844,духов может поместиться на конце иглы или имеется ли душа у
2845,"нервную дрожь, точно его уколола игла, Самгин глухо спросил:"
2846,"плечах царя Александра сверкал иней, игла Адмиралтейства казалась докрасна раскаленной и"
2847,"щеках и подбородке шевелились рыжеватые иглы, из-под нахмуренных бровей требовательно смотрели"
2848,"молча, потирая лоб и ежовые иглы на голове, потом вскочил:"
2849,считали количество чертей на конце иглы.
2850,"глазами, с каплями крови под иглами тернового венца."
2851,и как будто кто раскаленную иглу воткнет в тело; вскочишь и
2852,"в сердце, словно туда зашили иглу."
2853,"упал на сухую, усеянную сосновыми иглами землю под огромной развесистой сосной."
2854,"перилами; вдруг в голове, — как иглой:"
2855,"котором катались колеса огней, рассекавшихся иглами блеска в ресницах; у носа"
2856,из глаз; и слагалась из игол реснитчатых — новая улица; пересеченьем ресниц
2857,точно агатики или — жестокие кончики игл дикобраза; не то в черном
2858,фиолетовое вечернее небо бесчисленные гранитные иглы грандиозной дикости».
2859,"Он блестел иглами, как еж."
2860,"на постели, в плаще находится игла и наперсток."
2861,"Ая-София, Султан-Ахмет, Игла Клеопатры."
2862,"мороз, одеты снегом и ледяными иглами две разлапистые ели у входа"
2863,На концах прутьев — пучки длинных игл.
2864,"с тончайшим клювом, острым, как игла шприца."
2865,Ветви покрыты длинными иглами.
2866,Тихо свистит в иглах ветер.
2867,по лесу — не большое удовольствие: иглы и колючки вонзались в тело.
2868,"случаях, где подобные попытки предпринимаются, игл уже в самом начале кладется"
2869,"и дратвы, молота и клещей, иглы и ножниц."
2870,"вкруг них бледно-зелёный извив и иглы мизерной верблюжьей колючки, джантака."
2871,"знак интеграла, неотрывно наклонена к иглам джантака."
2872,"пройти в ушко каждой из игл; но кончается тем, что не"
2873,"тем, что не верблюд сквозь иглу, а игла сквозь верблюда."
2874,"не верблюд сквозь иглу, а игла сквозь верблюда."
2875,"ладони, столько раз осмеянные колючими иглами и спутанными нитями людей."
2876,"сплетающиеся лучами звезды настенного орнамента — игла, изострённо грезящая по стлани сюзанэ."
2877,"Панцири, клыки, жала, пилы, иглы, насосы, яды, запахи, самосвечение, ум"
2878,Адмиралтейская игла
2879,"между прочим, Ваш роман «Адмиралтейская Игла»."
2880,"чтении Вашей страшной, Вашей проворной «Иглы»?"
2881,"почувствовал, что на мне скрещиваются иглы иронических взглядов, которые пронизывают меня"
2882,я чувствовал те же убийственные иглы за спиною.
2883,Рубаха шла на фронт из-под иглы.
2884,"Нытки есть, игла есть."
2885,швыряет в костер острые снеговые иглы.
2886,"тянет его взоры, как магнит иглу."
2887,Нитка в версту: ткнет иглой и пятится к дверям.
2888,"В волосах, на картузе хвойные иглы."
2889,"вид, весь торчащий серыми длинными иглами густой щетины, пересыпанной сухим снегом"
2890,адмиралтейский корабль на острой золотой игле кунался в синем майском воздухе.
2891,"Вынув из галстука золотую иглу, Лафайет поднял левую руку Тургенева"
2892,и без церемонии вонзил ему иглу в ладонь.
2893,лиловатых ночных облаков белела адмиралтейская игла.
2894,"на тонкой, острой, жалящей небо игле."
2895,"часовъ снова стучатъ молотки, снуетъ игла съ дратвой, шило ковыряетъ кожу."
2896,"зеленою полосою Александровскаго сада, Адмиралтейская игла съ золотымъ корабликомъ."
2897,"замѣтила; валяясь на сухой, хвойными иглами устланной землѣ, подъ соснами, стволы"
2898,"небе зажгутся неизвестно откуда освещенные иглы Адмиралтейства и Крепости, когда из"
2899,"истончаясь, легчая, обостряясь в тонкие иглы флагштоков."
2900,острые шпаги парных гвардейских часовых — игла Адмиралтейства и шпиц Петропавловской крепости
2901,"народа; ни даже ржавая русско-японская игла, которая, неудачно переломившись в двух"
2902,памятники на площадях да адмиралтейская игла: золото на ней и на
2903,"Бабы, зашивальщицы мешков, с иглами наготове."
2904,"Либо с деревянной иглой под мост, портняжить, воротники советским"
2905,"крюшники, ткачи, пекаря, кожевники, работники иглы…"
2906,"глаза, вставил их снаружи, расправил иглой веки, затем завязал рот Мурзилке"
2907,высокие многоэтажные крыши с блестящими иглами и выгнутые мосты над недвижными
2908,"жизнь каналами, верфями и золотыми иглами нидерландских городов."
2909,"живописным узором, устремляя ввысь золотые иглы башен, сверкающие на солнце, как"
2910,"Мне не нужна вечная игла, я не хочу жить вечно."
2911,"сотрясается, огонь прокалывает его белыми иглами."
2912,"ножа, при помощи электрической тупой иглы; результаты в Англии и Германии"
2913,"сосна с облезлой, скупой на иглы макушкой — все они очень прилежно"
2914,"каждая ветка, каждый лист — каждая игла казалась отдельной."
2915,"быстро выдавливал лопаточкой и царапал иглой буквы, которые я уже немного"
2916,Софэр с иглой и ниткой стоял около одного
2917,ст. Шимановской выпускала световую газету «Игла».
2918,"башенное), производит спуск курка — и иглой отмечается точка попадания; отклонение этой"
2919,"Мечется головой по иглам, жарко ему, должно быть."
2920,"Капельки висели на иглах сосен, туман закутывал чащу."
2921,день на дворе бабы длинными иглами чинили мешки.
2922,и в защемленную ногу мне иглы украдкой всаживали.
2923,"увидел, что — некуда; сыпались льдяные иглы на нищего духом."
2924,"Гиппиус дерзко втыкалась глазами, как иглами."
2925,Сквозь дощатые стенки пробиваются золотые иглы солнечных лучей.
2926,"словно зацепившись, висело на сверкающей игле Адмиралтейства."
2927,"Протяжный, едва улавливаемый звук, как игла, вонзился в шум двора, вмешался"
2928,черные бревенчатые стены вонзились острые иглы ломов.
2929,"Колючими иглами впивалась она в лицо, руки…"
2930,"перекувырнувшись трижды через кожи, гвозди, иглы и даже через деревянные колышки."
2931,Острая игла продернулась сквозь мой мозг: не
2932,у нее неуморно бегают вязальные иглы.
2933,"запаха, водянистого и изнизанного жидкими иглами аниса."
2934,сломал и осыпал сухую охапку игл и высунул и спрятал свиную
2935,Тамбурованные — значит прошитые насквозь особой иглой.
2936,"ветки, шевелятся, как под ветром, иглы сосны, глухарь не падает и"
2937,фуражку падает несколько легких сосновых игл.
2938,Наконец сквозь резные иглы сосны я высмотрел его колышущийся
2939,"снял шапку, из-за подкладки вытащил иглу."
2940,Гляди — игла али нет?..
2941,Хочешь — иглу сквозь щеку протащу с ниткой
2942,"три раза протащил сквозь щеку иглу с черной ниткой, — и ничего"
2943,"Петр, взяв у него иглу, начал протаскивать ее сквозь щеку."
2944,"Поближе — игла немецкой кирки, ветряные мельницы на"
2945,Воздух — полон морозных переливающихся игол…
2946,Возьми иглу…
2947,"Коли, коли иглой в самое кольцо, в лицо"
2948,"Евдокия колола, покуда игла не сломалась о блюдце."
2949,"все прикидывал и пришивал толстою иглою, а утром докладывал — лоб на"
2950,"Жузла, — портных мастеров, которые дубовой иглой шьют, и еще отпускать будут"
2951,"Чёрный шарик шипит на длинной игле, распространяя липкий, тянущий на дурноту"
2952,Игла тупая.
2953,"Из-под иглы выступает капелька бледной, как грязная"
2954,опущенная в баночку с морфием игла снова набирает прозрачную жидкость.
2955,"стараясь сделать кончик острым, как игла."
2956,"нежно-кирпичного цвета шапке прилипали хвойные иглы, иногда травинка оставляла на ней"
2957,"Нестерпимый мороз беспощадно жесток, 
 Словно иглами, в тело вонзается."
2958,"зато каждое слово было, как игла."
2959,остриям шлемов и усаженные металлическими иглами.
2960,"треск, и антенна оделась яркими иглами голубых искр, а на вершине"
2961,"лежали перочинный нож, кусок мыла, игла, клубок ниток и подобранная где-то"
2962,и брюхе у нее торчали иглы.
2963,"Вонзятся иглы во рту хищника, и пропадет"
2964,"и нападать умеет, старается кольнуть иглами в брюхо и не только"
2965,Без иглы колюшка давно бы перевелась: ведь
2966,темьянское добродушное небо острою голландскою иглой.
2967,"что он умрет, а голландская игла не затупится."
2968,"соли и раствор оживает — ромбы, иглы, тетраэдры — и через несколько секунд"
2969,"засевшей где-то, как конец сломанной иглы, болью Софья вошла к столяру."
2970,"окно смотрела острая, как кончик иглы, весенняя звезда."
2971,"гудящий в ушах жар, продергивающийся иглой сквозь тело озноб и горький"
2972,"двуветвным корнем, научился юлить жужжащей иглой бормашины внутри судорожно дергающегося зевка"
2973,"потерпите, мсье» или долгим ковырянием иглой и щипцами внутри зияющего болью"
2974,"тянулся к нему, как магнитная игла к своему полюсу."
2975,"он представлял себе прогулки его игл, щипцов, крючков и щипчиков по"
2976,Муравейники из игол вокруг пней — до груди ростом.
2977,"вокруг храма, и выше, выше Игла, без которой столица не столица."
2978,Стремится ввысь золотая игла крепостного собора.
2979,"руками, что проклинает крохотный глазок иглы."
2980,а в мембрану вдета штопальная игла.
2981,"нет ничего: на земле мертвые иглы, стволы серые, из птиц только"
2982,"образовался пузырек, нужно проколоть его иглой, предварительно обезвреженной на огне, затем"
2983,"Регулятор делается из слабо намагниченной иглы, которая насаживается на ось с"
2984,Игла регулятора намагничивается слабо (сильно намагниченная
2985,регулятора намагничивается слабо (сильно намагниченная игла будет понижать чувствительность прибора).
2986,Для этого достаточно иглой один-два раза прикоснуться к
2987,Адмиралтейская игла.
2988,"прозрачном небе, уже невдалеке Адмиралтейская игла…"
2989,Адмиралтейская игла.
2990,вон кедровина… чуть эдак поводит иглами…
2991,"и легким, пугливым хрустом палых игол и шишек:"
2992,противоречивее: художественное «я» иногда вонзает иглы иронии и в образ Пискарева
2993,градом сверху сыпались острые ледяные иглы.
2994,"имеющих: кто сапоги тачал, кто иглой работал."
2995,"задудела, и на резиновой трубочке игла с зубчатым утолщением завращалась; электрический"
2996,"Дронов был богат, как еж иглами; он сообщал, кто из студентов"
2997,"укола, прижимая ладонь к острию иглы."
2998,"укрепляют, посредством впайки, толкающий стержень-иглу, длиною 3-5 см и"
2999,"посредине вибратора со стороны противоположной игле, припаивают стопорную пружинку — полоску из"
3000,"При наличии вибрационной иглы, механизм с одинаковым успехом может"
3001,в избе без штанов — парусной иглой прилаживал к ним заплату.
3002,Он снова стал стегать иглою.
3003,череп Кульбина и его поднятый иглой громоотвода указательный палец.
3004,"раз перекрестила мелкими, как стежка иглой, крестиками."
3005,"хвойный прибой, гул колеблемых проволочных игл."
3006,"По скользкому настилу ржавых игл мы пробираемся к песчаному, поросшему"
3007,"Ее опасно жало, 
 Уколет не иглой."
3008,"дворцы, и две тонких золотых иглы слабо блестят…"
3009,"диверсию материальной причине мании», кололи иглами, шипами, покрывали все тело горчичниками"
3010,Потом берется игла и прочищается головка.
3011,"с мануфактурой на имя профсоюза «Игла», и ушел на станцию производить"
3012,"приготовленный лист бумаги и обводят иглою края мембраны на бумаге, затем"
3013,"из едва различимых, будто проколотых иглой, ноздрей."
3014,Вроде как баба иглой уколола…
3015,языки и проткнуть уши каленой иглой!
3016,"помощи железной полоски так, чтобы игла, соединенная с диафрагмой механизма, проходила"
3017,Внешний конец иглы плотно зажимается посредством маленькой стягивающей
3018,"Важно только, чтобы игла от диафрагмы плотно соприкасалась с"
3019,"Справа, совсем близко, метнулись огненные иглы, гулкие выстрелы покатились по чернолесью."
3020,Игла с трехцветным флажком была воткнута
3021,"заманю или в баню, — вязальной иглы, что ли, у меня нет?"
3022,"штиблетами и сандалиями, утыканы были иглами дикобраза."
3023,Проткнут себя иглами и ущемят замками свое мясо.
3024,"вечером, читая мне вслух, проткнул иглой нарыв, и наутро все прошло."
3025,"яички больших насекомых, светлозеленого цвета, иглы жесткие и твердые; лавр, плакучая"
3026,загонять под ногти изящные тонкие иглы.
3027,Толстая игла пропускается сквозь отверстие в скошенном
3028,"5) и какими нужно пользоваться иглами или протычками, чтобы плетение получалось"
3029,Мне не нужна вечная игла для примуса.
3030,"Шуршит сосновых игл струя, 
 Стекая нá землю."
3031,дикобразов: торчат кругом щетиной блестящие иглы штыков.
3032,"Дима принес этот черный, с иглами соломы, фунт хлеба — с собой."
3033,"прошивать, словно притачивая к земле, иглы молний."
3034,"крошка-лампочка, длинная бамбуковая трубка, иглы и несколько коричневых шариков опиума."
3035,Задача об игле.
3036,"чистота смуглых девичьих пальцев, прокалывающих иглой шелк ради неизвестных им северянок"
3037,"место обелиск, известный под названием «Иглы Клеопатры», при помощи четырех рабочих"
3038,А то вдруг новая мысль иглой в сердце вонзается: а что
3039,Будто тонкая игла Васю в сердце кольнула…
3040,"уже образовавшегося галла укол простой иглы, тотчас же начинают образовывать на"
3041,Простой же укол иглой ни в каком случае не
3042,"Затерялся наконечник от шляпной булавки, игла для чистки примуса, запоминайте, крепко"
3043,"выковырять из жилетного кармана и иглу, и наконечник, и билет в"
3044,"и вниз, стойкой, куда вставляется игла."
3045,"местом, где должна бы находиться игла, просверливаем небольшое отверстие, в четверть"
3046,"зажим приделывается к стойке для иглы, хотя во многих случаях тут"
3047,на этой стойке зажимом для иглы.
3048,"дратва, старая оторванная подметка, сапожная игла и шило."
3049,Есенин погладил бобра по серебряным иглам.
3050,"головой вещи, тихонько выдвигалась сверкающая игла."
3051,"он Ивана, приколотого к стене иглой."
3052,"передней стенке {вместо об’ектива), проколотую иглой дырочку, можно при достаточной экспозиции"
3053,"мы посмотрим через отверстие, проколотое иглой в карте, на приставленное к"
3054,намагнитить легкую стальную стрелку или иглу и дать ей возможность свободно
3055,"легкий укол, как будто тонкая игла вонзилась ему в кожу."
3056,"записи этих звуков на пластинки: игла, проходя по бороздкам пластинки, колеблется"
3057,"Казалось бы, игла касается острием в каждый момент"
3058,"И все это благодаря маленькой игле, которая чертит определенную бороздку и"
3059,"них в виде тонкой светлой.иглы, словно пронизывающей шар Сатурна."
3060,О грехах ли? — «Как многочисленные иглы грехи вонзились в плоть мою
3061,Под ногти мне тыкал иглы каленые…
3062,"Лапочки на ней и иглы зеленые, ствол суковатый, коленцами; на"
3063,"1; центры круглых отверстий прокалываются иглой, после чего обе доски разнимаются"
3064,"Тонкая игла, прикрепленная к стеблю или ветке"
3065,"четырехугольником ограничивали унылое пожарище, где иглами поднимались белые минареты."
