,0
3838,"Отечест-11СННОЙ войны, и в чашу горечи, принесенную этой проклятой войной"
3839,"где поле, закругляясь, как плоская чаша, сливается с ясным небом, а"
3840,Только бы их миновала чаша сия.
3841,"неприметно, — слишком ясно, что левая чаша даже человеческих весов никогда не"
3842,Золотистый мед в прозрачных чашах…
3843,"что на житейском пире
Из чаши счастия пришлось тебе испить, 
 И"
3844,"взмолился:  «Отче, пронеси мимо меня чашу сию»."
3845,"важное: всем существом ощущаешь, что чаша исторических весов стала склоняться в"
3846,с ее «да мимо идет чаша сия».
3847,"редкого успеха, славы и «полной чаши» с постоянной — особенно в последние"
3848,Но посланная нам судьбой чаша страданий не была исчерпана.
3849,а пол углублялся в виде чаши.
3850,И эту чашу мы должны были тоже испить
3851,"получить отпущение, причаститься вина из чаши и получить вырезанную просвиру."
3852,чтобы поздравить Бахметева и выпить чашу посольского шампанского.
3853,"самой середине площадки, в каменную чашу спадала стеклом вода."
3854,"общие для всех, как круговые чаши, переносили болезнь любви."
3855,"Чаша сия никого не миновала, и"
3856,"вершатся (?)», так и я говорю:  «Чаша добра на весах, которым вручена"
3857,все-таки не может не перетянуть чашу зла».
3858,"хотят, чтобы их как-нибудь «минула чаша сия», а если это уже"
3859,"еще одно страдание упало на чашу весов, и теперь она перевесит"
3860,"смазывал себе в рот из чаши остатки причастия, а палец вытирал"
3861,"тоже нес домой сокровище, полную чашу, которую не хотел расплескать, — идею"
3862,мы все-таки пили из полных чаш настоящее вино жизни.
3863,"Открываем врата»,  «Шамбале Даик»,  «Снегурочка»,  «Чаша герою»,  «Новая земля»,  «Лао-Тзе"
3864,Переполняется чаша.
3865,направила в «Правду» очерк «Полная чаша».
3866,"Проходим ряд кауперов, закупоренных чаш для подогрева воздуха."
3867,"двор, в специальные огромные шлаковые чаши."
3868,"солнце расплавленного серебра, огромная серебряная чаша воды — озеро."
3869,"кричал, что положит конец, что чаша терпения (в которой бурно плескался"
3870,горячая защита Валерьяна Семеныча склонила чашу весов в мою пользу.
3871,На три чаши там работу вели.
3872,"них в забое, как большая чаша внаклон поставлена, а кругом порода"
3873,"для верности, и по самой чаше не раз каелкой стукал."
3874,"Хлестал-хлестал, чаша гудит, как литая медь, а"
3875,"Большие видят, — верно, на камешке чаша и весь ободок из точки"
3876,"Зеркало не доской, а чашей: в середине поглубже, а по"
3877,Чаша весов может колебаться то в
3878,"ожидая ни минуты, бросил на чашу весов все свое влияние и"
3879,Фауста — это ночные монологи перед чашей с ядом.
3880,"высоко над собой, как причастную чашу с литургийной молитвой: Твоя от"
3881,"времена и сроки, что переполнена чаша гнева хозяина жизни — за то"
3882,"ничего изменить нельзя, но на чашу этих весов прежде всего положены"
3883,Император опять появляется с чашей; на нем терновый венец.
3884,Император вознес чашу: все пали ниц.
3885,"духовная, епитрахиль, рукавицы, антиминс, требник, чаша."
3886,"На одной чаше весов личная жизнь, на другой"
3887,"Иногда получалось, чаше это мешало и стихам, и"
3888,"Потом он схватил большую чугунную чашу и выбежал из пещеры, чтобы"
3889,"Подоив коз, он поставил чашу на огонь."
3890,"дне бассейна, имеющего вид продолговатой чаши, выбивается вода, из которой в"
3891,"то есть что если на чаше весов сам Бог, а на"
3892,"молчании твари и святых людей, чаша склоняется в ее сторону."
3893,"созерцания природы, о художестве, детстве — чаша склоняется в мою сторону."
3894,"На моей чаше лежит детство, игра, искусство и"
3895,На ее чаше — добро как любовь и молчание
3896,Рябинин Б. Каменные чаши
3897,"и там нашли такую же чашу, только поменьше и без воды!"
3898,уже не думали о каменных чашах…
3899,Чаша…
3900,"Несомненно, это была тоже чаша, такая же круглая, как на"
3901,"в памяти все виденные мною чаши: Семь Братьев, Чортово Городище, Палатки"
3902,На каждой вершине — круглая чаша.
3903,и на вершинах выдалбливал круглые чаши?
3904,"на самых вершинах гор, круглых чаш совершенно правильной формы?"
3905,Чаши?
3906,слезы умиления приступающих к Святой Чаше… и слышать горячую его проповедь
3907,"дошли до кощунства: они имели чашу с изображением о.Иоанна, вместо"
3908,"только и молил Бога, чтобы «чаша сия» миновала его."
3909,"Началась беспечальная жизнь, та «полная чаша», когда все было к моим"
3910,верою приступите…» удалялся со Святой Чашею в алтарь.
3911,"оружие, золотые и серебряные полковые чаши, знамена и проч."
3912,"к косматой папахе, другая, как чашу, держит губернаторшин локоток."
3913,"Степь, как чаша, до краев налитая тишиной, таила"
3914,"бившиеся под юбкой округло-выпуклые чаши колен, узкие носки туфель да"
3915,"налитая синим, косо стояла золотая чаша молодого месяца, дрожали звезды, зачарованная"
3916,"корме камера была наполнена густой чашей тонких горячих труб, по которым"
3917,"автоматически опоражнивались, заполняя шихтою приемную чашу."
3918,"Обломки данилушковой дурман-чаши остались, да Катя берегла их."
3919,"Пошто, — спрашивают, — чашу свою разбил?"
3920,"Данило притуманился маленько, как о чаше помянули, потом говорит:"
3921,"А мы сдвинем чаши, пожелаем, чтобы новый, 1902-й принес"
3922,"цветного стекла, серебряные ковши и чаши, высокие фарфоровые кувшины и кружки"
3923,свечах сварили жженку в большой чаше.
3924,серебряные тазы и огромная яшмовая чаша — произведение уральских гранильщиков — с невской
3925,"разделся и уселся в яшмовую чашу с ногами, расплескивая воду на"
3926,"держа бумагу так, словно нес чашу, до краев налитую вином, боясь"
3927,"расстилалась огромной, без краев, вогнутой чашей, — голубовато-серая."
3928,"Понемногу чаша суживалась, уходила вниз."
3929,"И вот, чаша уже казалась шаром, улетающим в"
3930,"небо, тускнел, края его выгибались чашей."
3931,"лился с потолка, как из чаши."
3932,"его глаза — звезды, его голова — чаша с краями, простирающимися во вселенную."
3933,"но пустота поднялась вокруг него чашей, и он снова погрузился в"
3934,"И скромно ты внимал
За чашей медленной афею иль деисту, 
 Как"
3935,постучал камышовой палочкой по медной чаше.
3936,"и цветущий сад, и всегдашняя чаша пиршества."
3937,Он налил в чаши кумыс и роздал молодым бекам
3938,кувшина темно-красного вина в серебряную чашу.
3939,"Посол выпил еще чашу вина, и летописец уже посматривал"
3940,опять подлил вина в серебряную чашу.
3941,"Посол допил чашу вина, снова закрыл глаза и"
3942,"очнулся и, видя пустую серебряную чашу, сделал слуге знак, и тот"
3943,"Махмуд продолжал, держа чашу в руках и слегка покачиваясь:"
3944,его выпить подряд шесть больших чаш вина.
3945,"в очах Божиих, что переполнил чашу Божественнаго долготерпения."
3946,мало хлебнули из той же чаши…
3947,"На полочке — темно-синяя, как чаша, лампада."
3948,"Когда горькая чаша, 
 В нищете, иль в тюрьме"
3949,"душу и несет ее, как чашу переполненную драгоценным вином, полную горячей"
3950,"и трепетом Лиза подходила к Чаше со Святыми Дарами, благоговейно приобщалась"
3951,"испивший соленой влаги из бездонной чаши океана, поражается странной болезнью, в"
3952,"сердцем Репин, художник прямодушный, принял чашу нашей российской гражданской скорби, и"
3953,"белой скатертью, стояли иконы и чаша с водой."
3954,"весы и, посадив на одну чашу Чацкого, а на другую Молчалина"
3955,выученик Данилко сделает еще точеную чашу на ножке для моего дому.
3956,"моему письму, срок для одной чаши дал, а ты три выточил."
3957,этом и барину написал и чаши все три предоставил.
3958,Там тоже чаша нарисована со всякими штуками.
3959,Данилушко вскоре за ту новую чашу принялся.
3960,"Ты вот что… делай эту чашу по барскому чертежу, а если"
3961,"Вот Данилушко сидит над этой чашей по чертежу-то, а сам"
3962,Полегче бы с этой чашей.
3963,Чаша мне покою не дает.
3964,могу из головы выбросить ту чашу.
3965,"Чаша Христова остается едина, хотя и"
3966,"золото, очи его велики, как чаши."
3967,"брат ваш, наперед вас изопью чашу смертную за святыя божия церкви"
3968,"Давид, брат наш, наперед нас чашу испил, а мы ли сея"
3969,"испил, а мы ли сея чаши не пьем!»"
3970,вси равно умроша и едину чашу смертную пиша».
3971,вси равно умроша и едину чашу смертную пиша.
3972,"подиви, царю: не успевати наливати чаш на великую силу — рать татарьскую»."
3973,"бо лежаша, купно умроша, едину чашу пиша смертную»."
3974,Образ «смертной чаши» как лейтмотив проходит через всю
3975,дружина же хочет «пити смертную чашу с своими государьми равно».
3976,"и наливают нам пити горкую чашу смертную, ею же мы иногда"
3977,Мотив «смертной чаши» нам знаком уже по повести
3978,желание «голову сложить за государеву чашу и молитвы и за ево
3979,"сажень, очи у него — как чаши, а голова — как пивной котёл."
3980,хлеба единого насытитися и от чаши студены воды желая жажду утолити.
3981,"сладка куса не снести, медовые чаши не пити, а у князя"
3982,"разбивает на мелкие куски драгоценную чашу, посланную ей Василием, на дне"
3983,в блевотине… и со здоровных чаш голова кругом идёт».
3984,"ризы не носити, 
 А медвяны чаши не испивати, 
 А своего хлеба"
3985,"лишь последней каплей, которая переполнила чашу."
3986,"чувствовали, что приходится выпить горькую чашу, неприятно, но ничего не поделаешь"
3987,"вино супружеского счастья в их чаше (по крайней мере, для Катеньки)."
3988,"Как увидит дом — полную чашу, как распознает самое Аграфену Ивановну"
3989,"Ивановна через стол, через полную чашу свою, вопрошала теперь Сысоя Яковлевича"
3990,"главным образом в больших чайниках, чашах, а иногда даже и в"
3991,очень увесистые гири на антирусскую чашу весов.
3992,и выпивает до дна огромную чашу вина.
3993,"Сократ принял из рук тюремщика чашу с цикутой, и в этот"
3994,"Что Сократ выпил чашу с ядом, это то, что"
3995,"это не поможет, поднесет ему чашу с цикутой, которая, как мы"
3996,"до того, как он выпил чашу с ядом."
3997,"писал:  «Я встречу дни, как чаши, до краев наполненные молоком и"
3998,то единственной надписью на этой чаше могло бы быть: не нам
3999,умевшая пить полными глотками из чаши своей славы.
4000,"это оказалось последней каплей, переполнившей чашу…"
4001,улыбнулся мне Христос и озарил чашу мою смертную…
4002,и еле сдерживал в руке чашу Христову…
4003,Чашу Господню не мог спасти.
4004,Столярный искусник Егорушка сделал деревянную чашу и даже вырезал на ней
4005,"вырезал на ней по-славянски слова:  «Чашу спасения прииму, и имя Господне"
4006,из священномучеников вырвали из рук чашу и расплескали по полу Кровь
4007,"Сказывали, что чаша Господня, наполненная водкой, обносилась «вкруговую»."
4008,причастника и я подойду к чаше… — туманится в моей голове.
4009,"одной Запасные Дары, Евангелие, деревянная чаша, служебник да требник, а в"
4010,на котором поставлена водосвятная серебряная чаша с тремя белыми свечами по
4011,На водосвятной чаше зажгли три свечи.
4012,"во время литургии всблескивают над Чашей молнии, грешному оку невидимые…"
4013,полном облачении и чокались церковными чашами.
4014,"с дьяконом, стояли залитые солнцем чаша, дискос, звездица, лежало пять больших"
4015,"солнца жертвенник дымился, и от чаши излучалось острое сияние."
4016,"Христа Твоего, а еже в чаше сей, честную кровь Христа Твоего"
4017,"В иранской коллекции имеются чаши, относящиеся к XV-XVI вв."
4018,"Рядом с ними выставлены чаши, канделябры (X-XII вв.), ларцы"
4019,"И живем мы домом — полной чашею, 
 И в руках у нас"
4020,"тяжела доля писателя, не испившего чаши там и в неистовые годы"
4021,"Выпила я свою константинопольскую чашу, довольно."
4022,не испила я еще горькой чаши моей!..
4023,"Ясной Поляны, — что именно «переполнило чашу терпения Льва Николаевича» и как"
4024,"Еще я видел обломок чаши, покрытый черным и красным лаком."
4025,"все это многообразие ваз, кувшинов, чаш ярко свидетельствует о неисчерпаемой выдумке"
4026,"рядом с большими, круглыми, как чаша, следами медведя появились острые, напористые"
4027,"генералом Мартосом, все это, переполняя чашу скорби и терпения, мгновенно вспомнилось"
4028,как бы золотые стоят три чаши.
4029,на липу и посмотрю внутрь чаш тех самых.
4030,"я того сделать, как одна чаша сама собою наклонилась, и из"
4031,Три чаши!..
4032,Три чаши…
4033,"непостижимой, необъятной Жизни, из неупиваемой чаши которой мы с тобою пьем"
4034,"все-таки была пьяна от испитой чаши отчаяния: Василий убит, и вся"
4035,где пьют из картонных пустых чаш.
4036,"кожи, зловонные сырые меха, серебряные чаши, мешочки с янтарем, амфоры с"
4037,трудно оторваться от этой сладостной чаши.
4038,"он вкушал пищу, подставлял виночерпию чашу."
4039,Потом подали базилевсу чашу для омовения и золотой кувшин.
4040,"порогах кочевники, сделали из черепа чашу, оковав его серебром, и пили"
4041,успевали наполнять вином рога и чаши.
4042,"приговоренные к смерти, едва касаясь чаш с вином."
4043,"гигант плясал перед нею с чашей в руке, и было удивительно"
4044,"Человек принес мне глиняную чашу, наполненную холодной водой."
4045,"спросил я с упреком, возвращая чашу."
4046,"дружбу», за то, чтобы миновала чаша войны страну нашу (Саша Добров"
4047,хочется молить: да мимо идет чаша сия!
4048,и кругом чернеет бездейственно ропщущая чаша.
4049,"полной мере испить до дна чашу огорчений и неприятностей, сознательно причиняемых"
4050,но этот гнусный поступок переполнил чашу терпения.
4051,"В конце концов, я чаше не верю Федьке и, становясь"
4052,"Чаша, однако, не была испита полностью."
4053,И нет уже чаши с ядом… то бишь экономгеографического
4054,произвол и прямые грабежи переполнили чашу терпения.
4055,пазухи пихали дареные кубки и чаши:
4056,За те чаши с халатами вольность свою продают…
4057,целовальник приказал ярыге поставить большую чашу с вином и калач положить
4058,Змия сего напояют из чаши праведники в светлых одеждах…
4059,Сватья в серебряной чаше дает боярыне святой годовалой воды.
4060,"Сватья, сыскав бутыль, налила в чашу романеи."
4061,"Держи, изолью! — Дурка, поднеся чашу, поддерживала голову боярыне."
4062,"открыла Домка второй сундук, — кубки, чаши золотые с камением, чеканные."
4063,"Бабушка, дай чаши!"
4064,на стол принес я четыре чаши…
4065,что-нибудь одно и положить на чаши весов любимую девушку и любимое
4066,"гуляк, путешественника с Тапробаны, осушил чашу вина и умер с беспечной"
4067,переливаясь через края огромной невидимой чаши.
4068,"не так красива, как греческие чаши, но зато хороша для здешних"
4069,"Пей чашу со мной, как пьют вино"
4070,Надо было испить чашу до дна.
4071,"луч зари благословенной
Я в чаше пинн зеленых созерцал
В окрестностях"
4072,"кружится, 
 Как в больших стеклянных чашах, 
 И как змейки золотые
Блики"
4073,"посему, если не избегнет меня чаша сия, то я, пожалуй, склоняюсь"
4074,"проникновение в ее сущность, как чаши, переполненной вином вечной жизни."
4075,"Века — это чаша, а мир — переполняющее ее до"
4076,беру обеими руками всю эту чашу и выпиваю до дна.
4077,Он выпил чашу яда из рук самой истины
4078,"Господи, то помоги нам испить чашу Твою до конца!"
4079,"был страшный, с крыльями, с чашей, а в чаше у него"
4080,"крыльями, с чашей, а в чаше у него был ребеночек."
4081,Огромная икона-картина «Моление о чаше» всю ее занимает.
4082,"вечерней зари она кажется бледно-розовой чашей, полной белой пены."
4083,"на весы объективности, на одну чашу весов — их отзывы о работе"
4084,"руки, под тесной кофточкой выкатилась чашами маленькая грудь, и во рту"
4085,где-то в послании сказано: есть Чаша Бесовская и Чаша Господня.
4086,сказано: есть Чаша Бесовская и Чаша Господня.
4087,Так музыка есть вечно льющаяся Чаша Господня.
4088,"он не знает, кто она — Чаша Бесовская или Чаша Господня."
4089,кто она — Чаша Бесовская или Чаша Господня.
4090,я не пил слез из чаши бытия”.
4091,я не пил слез из чаши бытия”.
4092,Чаша мира за всех и за
4093,"чрезвычайных женщин, поповских ряс, украшенных чаш для крещения детей, сюртуков усопших"
4094,"пролита кровь Завета вечного, испита чаша беспредельного гнева, и сам крестный"
4095,Чаша долготерпѣнія выпита!
4096,"Она была каплей, переполнившей чашу."
4097,"Я пью безропотно мнѣ посланную чашу, 
 Благодаря за счастье русской быть."
4098,"денешься, — придется выпить эту горькую чашу: безрадостное, мучительное писание первого черновика."
4099,"У чаш были припаяны ручки, а сверху"
4100,"Это — светильники, вазы, чаши для вина, кувшины для омовения"
4101,"Можно представить себе как кипела чаша Гренландского моря, если широкая зыбь"
4102,"увидел на полу золото, золотые чаши, лук, посередине и по краям"
4103,"столбе из розового камня, стояла чаша, оттуда шел дым."
4104,"Он нагнулся и плюнул в чашу, чтобы потушить то, что там"
4105,Из чаш на розовых столбах шел голубой
4106,В своей чаше с вином он увидел жирную
4107,похожа на огромную и неглубокую чашу.
4108,"Стенки чаши — горы, обступившие долину."
4109,Сейчас мы на дне этой чаши.
4110,Голубые сумерки заполняют до краев чашу Южной долины.
4111,"подоконнику и показывает Лаптю полную чашу гнева, от которого подымается медленный"
4112,не пронесет мимо меня эту чашу.
4113,чтобы отдали оправить череп на чашу…
4114,"и хохот, и звуки чокающихся чаш и турьих рогов."
4115,"ни в турьем роге или чаше вина или меду хмельного, стоялого"
4116,"жизнь казалась одним пожаром святым, чашей золотой, из которой волшвеной напиток"
4117,"рыбам на покорм и, подняв чаши и рога старинные, с весёлым"
4118,"животе, и в них была чаша…"
4119,"шумевший в гриднице княжой за чашей, делал это дело, и не"
4120,"И Сирко Благоуродливый, подняв чашу, крикнул:"
4121,"знаку Володимира чашники снова наполнили чаши и рога мёдом вековым, душистым"
4122,"так Володимиру любо, как за чашей доброго вина или меду старого"
4123,"него Суламифь, — и живот, как чаша, и перси, и глаза, и"
4124,стоит дом Антона Ивановича — полная чаша.
4125,"у него — хоромы, хозяйство — полная чаша."
4126,"своего, чтобы хоть эта уж чаша меня миновала…"
4127,"Чаши, блюда, ткани, кресты, митры."
4128,"за столом, по очереди, с чашей вина в руках и с"
4129,"пропеть песню за столом без чаши с вином и ветки, переданной"
4130,"виде ветки, передаваемой вместе с чашей вина, остается до поздних времен"
4131,"возношения» хлеба-животного в литургии, поднятие чаши с вином и ношение на"
4132,"обрядности оказывается такова:  ‘невеста’, ‘девица’ есть сосуд, чаша или бочка;  ‘ведро’, ‘бочка с вином’"
4133,"Это — блюда, светильники, чаши для фруктов и другие предметы"
4134,"соглашался выпить до дна всю чашу испытаний, которую ему предстояло принять"
4135,А затем ему предъявляют роковую чашу с ядом.
4136,"Его сопровождал, неся чашу со святой водой, матрос, исполнявший"
4137,У друидов чаша смолы называлась чашей жизни.
4138,У друидов чаша смолы называлась чашей жизни.
4139,"принадлежит большому духу, накопившему свою «чашу», как бы ни было иногда"
4140,многим не пришлось бы испить чашу горьких унижений и страданий.
4141,вес на ту или иную чашу.
4142,"в своем естестве, отсюда все чаши мистерий древности с двуеродным пламенем"
4143,в виде тончайших энергий в «чаше».
4144,многовековые духовные отложения в центре «чаши».
4145,Он облегчен для накопивших «чашу».
4146,"Сознание питается «чашей» и сердцем, и каждая нагнетенная"
4147,иконой ставили стол с металлической чашей для освящения воды с приделанными
4148,"полочках тускло блестели медные кувшины, чаши, вазы, и это обилие меди"
4149,Пронеси мимо нас горькую чашу сию.
4150,"до дна осушивши заветную радостей чашу,"
4151,до дна осушивши заветную радостей чашу!..
4152,до дна осушивши заветную радостей чашу…
4153,"1910 г., отслуживъ молебенъ, за чашей вина вспоминали свое училище и"
4154,"Это переполнило чашу выносливости Агриппины, которая, как ты"
4155,"беженцев, я благодарил судьбу, что чаша сия меня миновала."
4156,"Слава Богу, чаша сия нас миновала, и мы"
4157,"Бурого оказалось последней каплей, переполнившей чашу, и Антонина перестала стесняться."
4158,"ладонь и ее наполняя, как чашу, своими словами; но вдруг, от"
4159,"визгливой игры на гребенке; вдруг, чашами выбросив кверху ладони, он, как"
4160,Чаша терпений моих переполнилась; и я
4161,"Его дом был полная чаша, а жена, красавица с седыми"
4162,"Был зимовник Василия Степановича полной чашей, всего в нем было вволю."
4163,была похожа на глубокую яйцевидную чашу.
4164,Зубчатые края чаши были вытесаны из глыб мерзлого
4165,"скоплений зарождалась здесь, в яйцевидных чашах-долинах."
4166,"На боках чаши это было видно, как на"
4167,кожаной бутылки наливал в деревянную чашу свежее молочное вино.
4168,"Шаман араку каждого наливал в чашу, веткой вереска сплескивал ее на"
4169,"Эрельдей подошел к шаману с чашей молока первого весеннего удоя, Эргемей"
4170,"держали в руках круглые деревянные чаши, полные хмельной араки."
4171,"Чаши, брошенные во время жертвоприношения с"
4172,"берегах стояли большие, глубокие каменные чаши."
4173,У ней чаша в руках;
4174,"наши видели, 
 Чего мы ожидали: 
 Чашу гнева ты излей, 
 С лица"
4175,"из крестильной купели, из крестной чаши Америки вместе с грязной водой"
4176,"Он еще не поехал, словно чашу свою хотел испить до конца."
4177,Дом вообще сделался полной чашей.
4178,браунингами — это ли не полная чаша горечи!).
4179,Это переполнило чашу терпения.
4180,Чаше.
4181,Чашей и упорным отказом «приступить» — как
4182,"Чаши, и Господь принимает нас «причастниками"
4183,"Мир колеблется, как чаши весов,  «ни Зверя власть признать"
4184,"как напоминание венцов мученических; общая чаша, хождение вокруг аналоя — вечность и"
4185,"зовущая к отважной борьбе, перетянет чашу весов с жуткими, потусторонними тенями"
4186,"его осуществлением переполнили у Гржебина чашу терпения, кстати сказать, отличающуюся удивительно"
4187,"либо бросить самого себя на чашу вѣсовъ», говорилъ король въ то"
4188,"Дом его — полная чаша, искусство его признано и за"
4189,"хозяйка в доме, дом — полная чаша."
4190,столомъ и Генералъ Кутеповъ поднимаетъ чашу…
4191,"Да минет нас чаша сия! — воскликнул епископ и, мгновенно"
4192,"Но «да минет меня чаша сия», — прошептал он про себя."
4193,"соску» с видом Сократа, принимающего чашу яда."
4194,"головы, а под ними — высохшая чаша фонтана."
4195,"Всю эту чашу Мольер испил, награжденный за свой"
4196,"дети, и поместился над высохшей чашей фонтана."
4197,И японский император пьет чашу унижения до дна: он поднимается
4198,"моей на то, что эта чаша миновала меня."
4199,Мы предпочли испить чашу до дна.
4200,"и решил, что называется, испить чашу до дна."
4201,"помочь ему советом,  «если эта чаша его не минует»."
4202,библейский стих:  «да минет меня чаша сия» — здесь тоже получает лексическое
4203,Чаши его и его спутников никогда
4204,этом магометане пьют из неполных чаш.
4205,Коране не просит о неиспитии чаши.
4206,"Правоверные проходят чередой мимо нищенских чаш и протянутых ладоней, раздавая медяки."
4207,минутки вино жизни переливается из чаши одного сердца в чашу другого
4208,из чаши одного сердца в чашу другого и причащает его неназываемой
4209,Это окончательно переполнило чашу терпения молодежи.
4210,"не отказывали себе ни в чаше вина, ни в шутке веселой"
4211,припал истомившимися устами к невидимой чаше с вином новым…
4212,"друг мой, но смотри: в чашах у гостей засуха!.."
4213,"И, когда осушил он чашу за здоровье колдуньи Саломеи, — ее"
4214,После первых же чаш языки развязались.
4215,я — каюсь: после изрядного количества чаш и этой вот ее пляски
4216,"детстве она пила из горькой чаши нищеты; невестой в белом, занятом"
4217,"блюдете чистоту одежд ваших и чаш, а внутри сами полны хищения"
4218,"однако, и пусть женщина с чашей вина в руках подходит по"
4219,цвету и ты изопьешь из чаши любви…
4220,"онагров, из рога которых изготовляются чаши, исцеляющие всякие болезни; там женщин"
4221,"промысла, — отпив ещё глоток из чаши, начал Рабириа."
4222,"Рабириа среди всеобщего молчания осушил чашу до дна, подумал и продолжал:"
4223,И звенели чаши…
4224,"Серенус и, рассеянно допив свою чашу, снова подставил её кудрявому мальчику"
4225,Я поднимаю свою чашу за освобождение нас от женщин
4226,Зазвенели чаши…
4227,"И Нерон, высоко подняв чашу с крепким, останавливающим тошноту цекубом"
4228,"ночи, они блаженно испили из чаши любви."
4229,"к богу Мифре: там тоже чашу и хлеб благословляют, а о"
4230,"было для него каплей, переполнившей чашу всяческих бед: он слег, укрылся"
4231,"семейный кружокъ и за товарищеской чашей вина, въ воспоминанiяхъ о славномъ"
4232,До вечерней зари он осушал чаши за великие прожекты.
4233,Чаши…
4234,"Поднесли чашу, но он уже не мог"
4235,"и кружевами, — в одной руке — чаша, в другой — платочек, — разгорячась, говорил"
4236,"Свирепый, чашу в руке держит, полна мерзостей"
4237,"окно пушкарям после каждой заздравной чаши, — от пушечных залпов сотрясались стены."
4238,"Осушали чаши за прекрасных дам, за польский"
4239,"и свистя горлом, подносил ему чашу вина (холопы живо распрягали лошадей"
4240,"восклицал герцог, протягивая денщику пустую чашу."
4241,"Стрельбы при заздравных чашах не было, — за день настрелялись."
4242,Св. Младенцем» и «Моление о Чаше» и к ним три лампадки.
4243,из Берлина картины «Моление о чаше».
4244,"Господи, да мимо мене идет чаша сия», — но пусть не забывает"
4245,"Ты, ибо когда совершаются времена, чаши избежать нельзя «»  (М. Драгомиров."
4246,"в день коронации, он берет чашу из рук митрополита и причащается"
4247,15. чаша; есть у каждаго изъ насъ
4248,"в Ревеле, велись бесконечные переговоры, чаши весов колебались то туда, то"
4249,"реки круглый холм, как опрокинутая чаша."
4250,"чрез голубую кофточку ладонями, как чашами, упругие груди свои и встряхнула"
4251,"милой, томной улыбкой):  «Вчера за чашей пуншевою с гусаром я сидел"
4252,"я, — талант, а талант — хрустальная чаша с нектаром."
4253,"Нужно, чтобы чаша была в движении и расплескивала"
4254,"Моя чаша мало, очень мало была в"
4255,"И, приосанившись, решил испить чашу до дна."
4256,"Когда капли, падающие в чашу, ее переполнят?"
4257,"церковь люди, опускали руку въ чашу съ водой, быстро преклоняли колѣно"
4258,И чаша сія меня минетъ…».
4259,"им испить вино из одной чаши, заставили поцеловаться и обменяться кольцами."
4260,"вид, точно каждый боится расплескать чашу, до краев полную драгоценной влагой."
