,0
11699,интереснее шарики в шарике слоновой кости на цепочке из сплошного куска
11700,на цепочке из сплошного куска кости.
11701,оригинальной формы табакерку из слоновой кости и монгольскую спичечницу с крючком
11702,"ветром (от ЮВ) пронизывают до костей, несмотря на - 20°C, страшно"
11703,"самого себя стыдно до мозга костей, и много-много дней будет"
11704,"Домино — это черные, с числами, кости, это числа, где число кладут"
11705,"березке моталась веревка, кругом валялись кости, лежал череп рогами вниз."
11706,"его на подъезде, пронизал до костей."
11707,"Он плоть от плоти и кость от кости наличного мира, и"
11708,"от плоти и кость от кости наличного мира, и вне его"
11709,"лавки и под печку, все кости гремят — и тут память у"
11710,разбираю — и в траву откидываю кости.
11711,"И опять я иду, сбираю кости, чтобы череп составить — свой."
11712,повивал мой лоб; и сквозь кости пламя жигучим языком жгло мне
11713,"дедов голос:  «Собери-ка, сынок, кости матери нашей, бессчастной России!»"
11714,"венчик жжет мне мозг, я — кость от кости, плоть от плоти"
11715,"мне мозг, я — кость от кости, плоть от плоти матери нашей"
11716,И принимаюсь я загребать кости со всего великого поля в
11717,"А их так много, костей разных, гору нагоришь."
11718,"Загребаю я кости, спешу и знаю: одному никак"
11719,"лохмотья неопредѣленнаго цвѣта, виднѣлись однѣ кости; волосы на черепѣ сохранились и"
11720,"поляхъ брани и славы, чьи кости лежатъ тамъ, гдѣ Ты упокоилъ"
11721,"Эко, язык у человека без костей."
11722,я объем мясо с его костей!
11723,"Грудь как слоновая кость, упругая, как на пружинах, и"
11724,"терр-де-сиена, с щедрой примесью жженой кости!"
11725,Из голеней и берцовых костей изюбра он вынул костный жир
11726,Кости оленей.
11727,действительно увидел на земле изюбровые кости.
11728,по сторонам валялись и другие кости.
11729,Дерсу долго рассматривал кости и что-то говорил с Чжан
11730,А так как кости тоже носили на себе следы
11731,Однако около костей должны были остаться такие предметы
11732,мы с Дерсу стащили туда кости.
11733,"пуговицы, стрелы, копья и человеческие кости."
11734,ниже ростом и шире в костях.
11735,"сломан), нидерландская резьба из слоновой кости самого начала XVI века, прелестные"
11736,"вероятно предположение, что играющий в кости в течение всей своей жизни"
11737,"чем военный, немец до мозга костей."
11738,"армию, которая называла их белою костью, а себя — черною."
11739,"вспыхнули на человеческом шаре слоновой кости две коридорных лампочки, и бритое"
11740,другую голову; слышался хряск раздробленных костей.
11741,"в 1828 г. получены первые кости генералом Sleeman, знаменитым по подавлению"
11742,5000 чешуй и несколько сот костей.
11743,"тогда вы отчетливо почувствуете, какие кости и мускулы и как образуют"
11744,"буграми и не на месте, кости вывихнуты или переломаны."
11745,"мудрости, где бугорок на какой-нибудь кости устроен с самым изумительным изящным"
11746,"определенное назначение, а на другой кости имеется специально устроенное место, чтобы"
11747,"плавно прикрепляющиеся к чаше тазовой кости, которая проблескивает под кожей, или"
11748,или голень и ее стройные кости с базой внизу и капителью
11749,"это разорван мускул или сломана кость, которые должны быть на известном"
11750,"рисунки (если можно, то лучше кости, но можно и по рисункам"
11751,"человек резко обрисовывает мускулы и кости, то можно наверное сказать, что"
11752,переходят в сухожилия и что кости не могут вылезать так грубо
11753,звери лесные не растаскали его костей.
11754,"волк, задрав добычу, бросил ее кости среди леса, на позорище другим"
11755,"эта нить — в сердцах, в костях, ну-ко — вытрави, выдери её?"
11756,"Ты ему, псу рябому, кость в горле!"
11757,"матерными словами, рыча, как подавившийся костью."
11758,"Боюсь, что есть надлом кости."
11759,"В черепной кости у меня, говорит, треснуло…"
11760,Одна кожа да кости…
11761,"Он взял много слоновой кости по ту сторону реки, миль"
11762,"само имя которого, казалось, лишено костей, а фигура вихляется как надутая"
11763,"на одну из конкреций, содержащую кость древнего позвоночного."
11764,"конкреции действительно три группы остатков костей, принадлежащих трем неделимым, или окажется"
11765,иностранцевии и отдельные остатки разрушившихся костей не в конкрециях; отдельные зубы
11766,академика П. П. Сушкина остатки костей можно считать принадлежащими переднему (плечевому
11767,"Плохая сохранность этих костей говорит за то, что они"
11768,"Мнется, мягкая, холодная, и костей нет."
11769,"лицо белое и неподвижное, как кость."
11770,"сгорбившихся сугробов, и хрусте снежных костей, в лязге железа, в фыркающей"
11771,"следовательно, и мои отец, — мясо, кости, кровь."
11772,"Я знаю, труп расстрелянного — мясо, кости, кровь."
11773,Кожаный костюм надет прямо на кости.
11774,"Ручку белую слоновой кости схватил красной лапой, в чернилах"
11775,Кости хрустят в коленях.
11776,"Может, я нарочно туда костей-тряпок напихала…"
11777,"ее угловатых, завернутых в шелк костей нафталином."
11778,Михеич пошевелил бородку по мягкой кости и ответил смущенно:
11779,"Хрупкие кости, обтянутые седеющим мясом…"
11780,"грудь, хрястали непривычным мягким звуком кости."
11781,"выворачивая на спаленую землю мокрые кости: медь, свинец, железо — в человеческом"
11782,Кинул кость на землю и наклонился.
11783,"крапины, походили бы на гигантские кости."
11784,как по законам иудейской религии кости погребенных должны были быть перенесены
11785,"и грохот, где танки плющили кости, дерево и железо; из-за бугров"
11786,"Распадались перебитые кости, чернели рты, исцелованные вчера любовницами"
11787,"сетями колючек, разметано железо убийц, кости, помет животных, ямы, зияющие сумраком."
11788,"а нечто сухопутное до мозга костей, где обучали морскому делу."
11789,чаще и чаще выпадает белая кость домов.
11790,"саночек, все картежники до мозга костей."
11791,"же мяса, из той же кости, что дети на портретах Серова."
11792,всякий сказал бы: какая легкая кость!
11793,"залегал пласт желтоватой глины, содержащий кости носорога, гиены и др., а"
11794,нашел кремневые орудия вместе с костями мамонта.
11795,типы соединительной ткани — кровь и кость.
11796,на гистологической демонстрации — хрящи и кости.
11797,в ступу длинной и острой костью ноги.
11798,Музея: Л.И. Вороновой (о кости) и Е.М. Крягиной (об
11799,перевода на французском языке описания кости Л.И. Вороновой.
11800,"ее перевод краткого изложения описания кости Л.И. Вороновой; переведено, по-моему"
11801,перевод А.А. Андревой описания кости Вороновой.
11802,"человек недалекий, солдафон до мозга костей."
11803,правил корректуру французского перевода описания кости Л.И. Вороновой.
11804,корректуру французского текста описания резной кости Л.И. Вороновой.
11805,"очень оживленную беседу с перемыванием костей ближних; были: Сергиевский, Щекотов, Лобанов"
11806,"мертвецов в пять минут, одни кости остаются."
11807,Тогда ихний поп сталкивает кости в пропасть.
11808,"из редакции в редакцию грызть кости «аванса», но авансов не дают."
11809,"не свои убеждения, а свои кости."
11810,"Потом разобрали старенькие ее кости и, эвакуировали их на чужбину"
11811,"повешенного злодея, порошки из человеческих костей."
11812,"фигурами, выточенными царем из слоновой кости."
11813,"за огненным обручем, обжигая, перемалывая кости."
11814,"него двести двадцать фунтов своих костей и жил, когда лодка была"
11815,"Теплая циновка портит охотничьи кости, — сказал старик."
11816,"кто-то другой — большой человек широкой кости, без шапки, и за ним"
11817,"долбянку и, превозмогая ломоту в костях, спустил ее на воду."
11818,"в воздушном бою, обуглился до костей в пламени сгоревшего самолета."
11819,этой жилочки только болтаются да кости крошеные в погремушки хрустят…
11820,"боях: вдрызг переконтуженные, с перебитыми костями, пробитыми головами, изрешеченные пулями сквозь"
11821,"гуся в масле жрать, только кости потрескивают."
11822,"ему голову, но застряла в кости…"
11823,Незнакомому отсель костей не вынести… глухо… — думал Ваган.
11824,"старуха на стол, поел солдат, кости расправил, распоясался…"
11825,"Кость вострая, по носу лоток — птицу"
11826,"попалам рыбник и, не вынимая костей, стал жевать, вновь выпил и"
11827,"острой железины, с треском ломая кости, разорвал шкуру и вылез далеко"
11828,"походишь… вишь, из спины-те кости высунулись, разе ты был такой?"
11829,"Да ведь кости его еще не истлели, а"
11830,"слышал, как у казака хрустнули кости."
11831,"степная осенняя ночь, когда ломит кости от сырости."
11832,"Потянулся, захрустели могучие кости, хряснули, как у подагрика, суставы"
11833,"теребит тишину, как собака голодная кость."
11834,"Осколком гранаты задета кость черепная, есть трещина."
11835,"о хлебе, ноющие от усталости кости, боль в позвоночнике, трепет глазного"
11836,"с маткой да братишки изжарились, костей не соберешь."
11837,за это мне сбросится с костей.
11838,"сидели гости: купечество, баре, белая кость."
11839,Пусть радуются кости протопопа Аввакума!
11840,"умоляет о пощаде, чьи-то хрустят кости, и два голоса еле слышно"
11841,"нашивающие на рукава черепа и кости, дробили армию и вызвали в"
11842,"гора, Кирли-Баба, была действительно мощена костями), обошли, но благодаря нашему промедлению"
11843,У России скривлены кости.
11844,Кости были скривлены и у русского
11845,была усеяна с обеих сторон костями.
11846,"деле, только лошадиными и верблюжьими костями отмечены эти пути."
11847,"мы разбиты вдребезги, сейчас собираем кости»."
11848,оттянуть мясо манжетой и подпилить кость.
11849,Иначе кость потом прорывает культю.
11850,"Из человеческих костей наварят клею — для будущего, из"
11851,"Ее бока провалились, выперло кости таза, а хребет заострился и"
11852,"с вывернутой решеткой, на лошадиные кости у срубленного кипариса:"
11853,"черепов человечьих — пирам веселье, человечьи кости — игрокам на счастье, портфели из"
11854,Белеют теперь их кости.
11855,"город, увидишь: белеют на солнце кости."
11856,"прорв и дебрей, из человечьих костей печатки царьков диких, скальпы там"
11857,"вожди масс, воссядете вы на костях их с убийцами и ворами"
11858,"Ужо с рыбами поговори, дворянская кость! по праздникам кладешь в горсть"
11859,"раскладывали на тряпке обглоданные бараньи кости, кусок овечьего сыра и татарский"
11860,"образом, омертвелых клетках и др., кости, хитиновые части и много другого."
11861,основных факторов считается недостаточное питание костей известью.
11862,"несли на руках, намяли старые кости."
11863,"Тело ноет, но кости целы."
11864,"четырехугольные зубы, цвета старой слоновой кости."
11865,"Раньше одна была белая кость, — дворянин, теперь другая стала, — рабочий."
11866,"здесь возвысился бербер, до мозга костей пропитавшийся духом арабства;"
11867,"Чад); этот тракт убелен черепами, костями и остовами; и потом прорезает"
11868,"стаями многих колонок оттенка желтеющей кости, сутулился дугами из ненаглядных, стреляющих"
11869,"нами; желтоватое, цвета слоновой стареющей кости лицо его, точно точеное, мягким"
11870,"огромным двурожием носа; чудовищный арсипотериум, кости которого были отрыты Осборном *"
11871,ней — саркофаг; в саркофаге же — кости: нетленные кости прославленной жрицы.
11872,в саркофаге же — кости: нетленные кости прославленной жрицы.
11873,Святая Варвара запомнилась старой слоновой костью своих инкрустаций.
11874,"инкрустаций; и точит узоры слоновая кость; табуреты, резные пюпитры, с которых"
11875,него ожерелье на шее; слоновая кость обвивает браслетами руку его; иногда
11876,Фаворский сделал камею из слоновой кости Флоренского в три четверти.
11877,"среди собак, обсыпанных лишаями, нищих, кости коих стучат."
11878,В каждой келии лежали обглоданные кости.
11879,Грустно видеть кости людей любимых.
11880,"длинную боль, как если бы кости из них вынимали."
11881,окончательно сравнялась с обточенной берцовой костью и полки раннего ренессанса вплотную
11882,"на палочку, бледнозеленые, кожа да кости, дрожащие руки, ввалившиеся глаза."
11883,"но сумасшедший пастор, до мозга костей прогнивший от воздержания и ханженства"
11884,"корней, особым видом глины, смолотыми костями животных»."
11885,"Кажется, — они до мозга костей пропитаны космополитическим дуxом, или в"
11886,"в такие тартарары, что и костей не соберешь."
11887,"он потерял слабость, став широк костью и крепок мускулами, бледность заменил"
11888,"вечером, в темноте; боль в костях и животе была такая острая"
11889,"с гноящимися ранами и переломленными костями, терпели и видели… как одного"
11890,"казалось, все промерзло до самых костей; покоробившаяся, будто деревянная одежда сковала"
11891,с беспомощно повисшей рукой — перебита кость — штабс-капитан Бетлинг.
11892,"с холодным, веским расчетом на костях и крови русских построить себе"
11893,перерезала тело его даже до костей.
11894,медведь с туловищем из мамонтовой кости.
11895,основной субстанцией которых являются корсетные кости; свирепо-нравственные старые девы; деревянноголовые школьные
11896,"ножки облицованы барельефами из слоновой кости, изображающими похищение молодого Ганимеда орлом"
11897,"Орлы же из кости слоновой
Зевсу-Крониду несут виночерпия"
11898,Суши потом кости!
11899,слугам голубой крови и белой кости.
11900,дико свистел и пронизывал до костей.
11901,это теперь несколько человек белой кости!
11902,"из золота, стали и слоновой кости с надписью:  «Foederis memor» — «Помню"
11903,"победу на Марне, ждут те, кости сыновей которых покоятся в болотах"
11904,белой краской черепа и мертвых костей.
11905,"зубов, черепов, нависших прочной лобной костью над глазными впадинами, и густых"
11906,"Всегда будет белая и черная кость, всегда будут капиталисты и рабочие"
11907,Упокоились бы мои кости.
11908,с маленькой палочкой из слоновой кости с Государевым вензелем и голубой
11909,"да остались жестянки, бумаги и кости на притоптанном пыльном поле."
11910,"просто рога, на отполированных лобных костях которых порыжелыми чернилами было написано"
11911,И благородные кости пана Ледоховского тлеют там же
11912,"художников, а близким графа — его кости."
11913,"кажутся красивыми, а внутри полны костей мертвых и всякой нечистоты."
11914,Сухая голова с выдающимися костями черепа утонула в подушке.
11915,"Наконец, утилизировать кожу, кости, волосы?"
11916,Хряпнули кости.
11917,"солдат, а цепкие, тонкие, как кости скелета, пальцы цеплялись за рубахи."
11918,"но эмблемы посвящения — гробы с костями, символы убийства и самоубийства — готовят"
11919,"белых, точно точеных из слоновой кости зубов, слетает шелуха семечек, подсолнечных"
11920,Казачьи кости будут разбросаны по всему свету
11921,Склеп с костями предков.
11922,стали большими и резко выделялась кость запястья и голая по локоть
11923,И вдруг среди костей он увидал два мертвых тела.
11924,Кости видать.
11925,"Язва доходила до берцовой кости, и врачи одно время опасались"
11926,копыта это самое место — берцовую кость левой ноги.
11927,"человеческое тело, отрывает мясо от костей, метает по воздуху брызги крови"
11928,"по воздуху мечутся, мясо от костей отрывается, — в час двадцать ударов"
11929,"Старость пришибла, кости болят; час от часу слабею"
11930,"века, стояла тарелка с обглоданной костью и недоеденным соленым огурцом."
11931,"крутой, гладкий, точно из слоновой кости точеный лоб; взгляд черных, без"
11932,"них шевелились, проворные, как белые кости на счетах."
11933,никому не позволю разыгрывать в кости судьбу моей родины!
11934,"Да, костей не соберет."
11935,делала Елизавета Ивановна — выскабливание туберкулезной кости.
11936,"стерли в порошок броневые шкуры, кости… но тише свистит ветер и"
11937,"волчьих тропах печаль, как собирают кости и травы."
11938,"из них, самый тихий иссушит кости в камень."
11939,"Смотрел оружие, кость."
11940,"где должен быть подбородок, каша костей и мяса — и первого пушка"
11941,"не знают, что они лягут костьми, бутом в той бути, которым"
11942,Раз у меня кость такая.
11943,злобно стукающих друг о друга костей.
11944,"немытая посуда, объедки и обглоданные кости, а сами ходили в рваном"
11945,Вот плоть от плоти и кость от костей наших!
11946,от плоти и кость от костей наших!
11947,"посторонней помощи не мог (раздробление кости в ноге), я буквально дополз"
11948,"штреммингами и супом из телячьих костей, за что отец, опять уже"
11949,"И лбатые мозговые кости виднелись в мясистой, густой и"
11950,и сказал:  «Лучше мне лечь костьми пастухом овец отца моего на
11951,Лучше мне лечь костьми на своей земле»…
11952,"она суетлива, любопытна — язык без костей."
11953,"грызет какую-нибудь оставшуюся от обеда кость или сухарь (только тогда, чувствуя"
11954,"поверх коленных чашек, а берцовая кость упала на скулы."
11955,"кучу желтых, нет, даже не костей, а пустых дрянненьких костяшек."
11956,"И если бы не человек-кости-да-кожа — Збойко, двенадцатипудовая женщина — Жарикова"
11957,"забыли, а может быть, человек-кости-да-кожа по-человечески усовестился и не"
11958,"тщетно кликал: ни кожи, ни костей и самовар холодный, в Яшкиной"
11959,"себя приходит особнячок, расправляет онемевшие кости, обоями трещит, стужу гонит прочь"
11960,как они бледны: кожа да кости.
11961,"Все тело и кости мучительно саднило, а босая нога"
11962,"жалкие обломки которого им, как кости собакам, швыряли их господа?!"
11963,"яйца, и, точно точенные из кости слоновой, кастеты зубов казались искусственными"
11964,"орех, а размякшее тело переломанными костями, прорвавшими мясо и кожу, засовывается"
11965,"в кожаное кресло, взял слоновой кости нож и резко провел им"
11966,"и всю ее, словно до костей, пропитал весенний солоноватый воздух взморья."
11967,"он и, зевнув, потянулся, расправляя кости."
11968,усеянной обломками древних городов и костями вымерших народов.
11969,"так стиснул ее, что хрустнули кости, и она уронила голову, тяжело"
11970,кровью рукава торчал кусок розовой кости.
11971,"на местах селений, кресты и кости у заросших травою дорог, стаи"
11972,"из бесчисленных сортов, шелк ли, кость, дерево, пергамент, камень, даже металл"
11973,"я был «русак» до мозга костей, со всеми слабостями восточнославянского типа"
11974,"нас полетят так, что и костей не соберут."
11975,Боковы все широкая кость.
11976,"Кости ломило, по ночам не спалось"
11977,по дому: двадцать лет с костей.
11978,Эту сложную звезду из костей.
11979,"горле и душит, как жесткая кость, душный воздух."
11980,"башенке, над черепом и скрещенными костями, пугливое дуло малокалиберного орудия."
11981,"Во мраке подземелий ворошили они кости умерших, развеивали в прах истлевшие"
11982,"но хорошенько очистить, вынуть осколки кости и т. д."
11983,"Авенариус — скептик до мозга костей, протестующий всеми силами своей души"
11984,"Кровь христіанская, не даромъ полегли костьми люди русскіе."
11985,"Блок был символист до мозга костей, теоретик и поэт в их"
11986,"революции жизни, сознания, плоти и кости, до изменения наших чувств, наших"
11987,"всю скульптуру, включая сюда и кость, и дерево, и мелкую бронзу"
11988,"От кости, мрамора, дерева решено временно отказаться"
11989,городских дворняжек обыкновенно задабривают хорошей костью или куском мяса…
11990,"волосы, наверное, будет начертана пара костей, череп и знакомая надпись:  «Осторожно"
11991,"Рыбьи кости, соленая капуста и лапша в"
11992,суровой борьбы с людьми белой кости.
11993,"переродившиеся мускулы, гниют хрупкие старческие кости, покрытые известковой окисью, гниет высохшая"
11994,"в чем только душа держится, кости на них во какие, хоть"
11995,"Придворная до мозга костей, она заменила чувства и побуждения"
11996,"долго молился, похрустывая непокорными суставами костей."
11997,"времен неисчислимых скует из человеческих костей и черепов, в которых появилась"
11998,"опускался в пропасти, полные гниющих костей и золота, брошенного несчастьем с"
11999,языками и немец до мозга костей.
12000,Он был семьянин до мозга костей.
12001,в какой-то комок мяса и костей.
12002,"наживы и роскоши, создаваемая на костях и крови фронта."
12003,Генерал Корнилов — солдат до мозга костей — относился с глубочайшим осуждением к
12004,"создавалась мощь и величие России костьми, потом и кровью русского народа."
12005,"остановился, стал ощупывать теплую кучу костей и мяса."
12006,"клочья живое человеческое мясо, дробили кости."
12007,"тяжело наступило на ноги, хрустнули кости, лопнули жилы, и кровь ручейками"
12008,одну секунду в мертвую кучу костей и мяса.
12009,"Полковник, человек военный до мозга костей, говоря о сильной и организованной"
12010,Я согласен хоть с раздроблением кости.
12011,Оба они были мокры до костей и выпачканы в глине.
12012,"господин Колпаков, либерал до мозга костей, имеющий намерение сменить офицерский мундир"
12013,сложили кучу грязного мяса и костей.
12014,любуясь его рукояткой из слоновой кости.
12015,"Верь, мы все готовы костьми полечь за тебя и за"
12016,"на влажном дне, белели полуистлевшие кости убитого змея; он точно смеялся"
12017,"только глубокая пещера, скрывающая тлеющие кости змея Пифона."
12018,бы не мой подвиг — мои кости бы тлели теперь на вершине
12019,истома в их мышцах и костях напоминала им об опасных чарах
12020,"всюду валялись скелеты, черепа, разрозненные кости."
12021,"и не от чаек — это кости пловцов на нем белеют, пловцов"
12022,"мои стрелы, их острие — ядовитая кость морского ската."
12023,"повыше щиколотки, задев лишь отчасти кость."
12024,"другом, малом, рисованном на слоновой кости, он изображен только по пояс."
12025,"куском мясного пирога, то жирною костью."
12026,"Русский человек до мозга костей, знаток быта и глубокий исследователь"
12027,"и мое сердце, мои усталые кости?"
12028,таки десятифунтовый кусокъ мяса съ костью.
12029,"нашли, онъ лежалъ на обглоданной кости и вызывающе рычалъ."
12030,им грозит что-нибудь оттуда — бросают кость.
12031,"Старые кости варят, заправляют молодым луком, разъедающим"
12032,"Нехороши были и старики, кости да кожа, а Ленька глядел"
12033,Кости нашли.
12034,воронов слеталась на груды тлеющих костей.»
12035,"небось, меня вша за спинную кость не укусит."
12036,Собирают кости (какие?) и варят их в
12037,"хари в кабинете китайские черти, кость, бронза и фарфор — твердым холодком"
12038,"Китайские черти — кость, бронза и фарфор — корчили хари."
12039,"скелета нашей покойной монархии, это кости государственной власти, по которым нельзя"
12040,которым нельзя узнать лица; а кости государственной власти — ее принудительная сила
12041,"кораллами, другой — украшениями из слоновой кости."
12042,"крошечных канальцах каменистой части височной кости, если он указывал на легкий"
12043,"паразитов, а всех трудящихся, на костях и крови которых создавались существующие"
12044,"не хотелось глядеть Рылову, застучали кости явственно и все ближе, ближе…"
12045,"Большие руки держали у рта кость крепко, но неуверенно."
12046,"Со стуком кинув кость на тарелку, Рылов пьяным голосом"
12047,"крысы, забежавшие со двора, грызли кости, с возней и стуком, таская"
12048,Стук костей в сумраке пугал и раздражал
12049,крысы реже воровали и грызли кости.
12050,нашел в углу… свалку человеческих костей.
12051,"Такими костями набито несколько запасных гробов, но"
12052,"гробов, но гробов недостаточно, и кости валяются вокруг."
12053,"Я взял кость в карман — и, приехав домой"
12054,"Носит в известке костей своих — любовь к человеку, а"
12055,Будто бы отрыли его кости.
12056,"остатки металлических изделий, мозаика, кувшины, кости, дерево, в общем мало характерного."
12057,"Время крепкое, костяное, слоновой кости!"
12058,"стали сухи и звонки, как кость."
12059,сказал:  «Наконец-то истлеют все кости и все боги.
12060,"матери-кормилицы, дорогого мистера Куля, костей на обед."
12061,"лук с резьбой по слоновой кости, при всей грубости работы оцененный"
12062,"вскочил с криком:  «У вас кости, слышите, кости торчат!"
12063,"криком:  «У вас кости, слышите, кости торчат!"
12064,"кровь христианская, не даром полегли костьми люди русские!"
12065,"превосходительство, что наши с вами кости будут лежать в какой-то Фамагусте?"
12066,и подводное пиршество на ваших костях…
12067,"Вот ведь язык-то без костей! — говорил, неодобрительно покачивая головой, мой"
12068,"крайности узкий, шовинист до мозга костей, не понимающий, не приемлющий, не"
12069,"пролетариат на белую и черную кость, раздавать оружие в зависимости от"
12070,1905 году не решился бросить кость в такой форме нашим не
12071,Может мне костей дадут…
12072,За костями очередь была уже большая.
12073,"огромный таз с дымящимися крупными костями, и смотрел на заметавшихся людей"
12074,Люди вырывали кости друг у друга и у
12075,"цепко держался одной ручонкою за кость, а другою — бил по морде"
12076,"Собака гавкнула, вырвала кость и тут же легла на"
12077,"работе, есть плоть от плоти, кость от кости кубанского казачества."
12078,"плоть от плоти, кость от кости кубанского казачества."
12079,"Могилы наши белеют костьми пяти поколений борцов, наши идеалы"
12080,"того легкая рана, в живот, кость повреждена, везем еще одного, у"
12081,"жадностью смотрят на недобранное, ворошат кости и развалины."
12082,"Патологический враль, язык без костей, еврейское лицо, главное — ужасная, если"
12083,Сырость пронизывает до костей.
12084,Слепого в руку и перебил кость в локте.
12085,"с горячей кровью, с хрустящими костями, с волнующейся молодой грудью."
12086,языками и немец до мозга костей.
12087,Он был семьянин до мозга костей.
12088,в какой-то комок мяса и костей.
12089,Энто чьи кости-то лежат?
12090,нет крыльев — одни только лопаточные кости — фундамент для крыльев?
12091,"ходил кругом и вглядывался сквозь кости черепа — в мой мозг, записывал"
12092,"с блестящей, цвета старой слоновой кости шерстью."
12093,"цепь и ему, наверно, разломало кость."
12094,"Неисчислимых бед полна, 
 Ты вся костьми сынов усеяна, 
 Страданьем гордая страна…"
12095,"из рукава которой капала кровь; кость была цела, пуля прошла через"
12096,только черепа и более крупные кости.
12097,"это не мощи, а истлевшие кости, подбитые ватой и одетые в"
12098,"бабушка, ей Бог послал человечью кость, этой костью она заговаривает и"
12099,"Бог послал человечью кость, этой костью она заговаривает и кормится: кость"
12100,костью она заговаривает и кормится: кость кормит.
