,0
3970,"не так давно образовавшейся твердой коре, которую еще прорывают выделения магмы"
3971,"мозга, в подкорковых образованиях, в коре больших полушарий головного мозга, где"
3972,альфа-ритм) особенно четко регистрируется с коры больших полушарий головного мозга человека.
3973,наиболее сложно организованной ткани организма — коры больших полушарий головного мозга — не
3974,"Харькове наблюдал электрические явления в коре большого мозга животных, а И"
3975,записывать одновременно электрограммы ряда областей коры больших полушарий.
3976,"биоэлектрических колебаниях и ритмах в коре большого мозга, развивающееся в течение"
3977,появления необходим определенный уровень возбудимости коры мозга.
3978,регистрируется альфа-ритм в затылочной области коры больших полушарий.
3979,Часто наблюдается в коре мозга человека.
3980,Свидетельствует о глубоком тормозном состоянии коры мозга человека.
3981,приподнятых частях пористых пластов земной коры.
3982,о своей основной работе — «Влияние коры головного мозга на обмен веществ
3983,"при боли, осуществляются при участии коры головного мозга."
3984,"том, что он доказывает влияние коры головного мозга на такой тонкий"
3985,Кора головного мозга может совершенно подавить
3986,"Кора может снять вредное, губительное действие"
3987,"ведутся работы, когда при помощи коры головного мозга ослабляется боль при"
3988,"получены данные, говорящие о роли коры в процессе распада аминокислот в"
3989,этот процесс явно испытывает влияние коры головного мозга.
3990,"смолой, искрящимися капельками выступавшей на коре и хвое."
3991,"уцепился ногтями за ледяную дубовую кору, но пальцы его скользили и"
3992,"Цепляясь лапками за дубовую кору, поползень принялся ползать по двери"
3993,"лице командира и тёмном, как кора векового дуба, изрытом оспинами, суровом"
3994,"минуту костёр, сложенный из сухой коры и ветвей, ярко пылал на"
3995,Средний химический состав земной коры и геосфер.
3996,"Охлаждаясь, она покрылась твердой корой."
3997,Вначале кора часто ломалась на куски или
3998,"исключением сравнительно тонкого слоя земной коры, твердая Земля ведет себя, как"
3999,пар и разорвало бы земную кору.
4000,Земная кора не могла бы помешать этому.
4001,"и лишь покрытый сверху каменной корой, земной шар беспрепятственно менял бы"
4002,Если бы под земной корой находился даже тонкий сплошной слой
4003,вопрос: может ли участок земной коры площадью в несколько квадратных километров
4004,"сланцеватых горных пород лежит гранитная кора толщиной около 10 км, а"
4005,"Но взять алмаз в корѣ, и сразу"
4006,"то, как показал Павлов, в коре больших полушарий головного мозга происходят"
4007,"процесса возбуждения и торможения в коре головного мозга,  «вся высшая нервная"
4008,и установил общие законы деятельности коры больших полушарий.
4009,"позволяет регистрировать электрические процессы в коре больших полушарий, сопровождающие нервную деятельность."
4010,процесса возбуждения и торможения в коре мозга.
4011,материальных пространственных процессов непосредственно в коре мозга.
4012,вопросов имело учение о связи коры головного мозга с внутренними органами.
4013,органов под влиянием импульсов из коры головного мозга подтверждаются и опытами
4014,которым происходили передвижки отдельных блоков коры.
4015,"Колья с шершавой корой вонзались в траву, стояли частоколом"
4016,"и костного мозга, ретикулярные клетки коры надпочечников и коркового вещества зобной"
4017,во все щелки и расщепы коры и червоточины.
4018,с юго-западной стороны покрылись ледовой корой; на стеклах образовалась ледяная чешуя
4019,"и моря, и степи, пустыни, кора земная, и пласты над ней"
4020,"Из липовой коры надрал лыка, свил два оборника"
4021,"Берется кора, и от целой коры вдоль"
4022,"Берется кора, и от целой коры вдоль вырезывается лыко…"
4023,"вырезали шахматные фигуры из сосновой коры, лепили их из теста и"
4024,"агентов, видоизменяющих внешний облик земной коры."
4025,"в лес, обдирал с лип кору, которую потом замачивал в пруду"
4026,"Меловая, в черных подпалинах кора березы от самых корней до"
4027,"тяжелым сердцем выцарапал на белой коре:  «Прощай, школа!»"
4028,"так густо настоен на сосновой коре и папоротниках, добраться до станции"
4029,"за лето, прочно держалась на коре березы."
4030,"крупных глыб, огромных клиньев земной коры, по разломам вверх и вниз."
4031,"движениях самые узкие клинья земной коры, поднятые выше остальных, подверглись усиленному"
4032,быстро устроили себе навес из коры лиственниц.
4033,и медленных складкообразных движений земной коры.
4034,"создана только дизъюнктивными движениями земной коры и создана сравнительно недавно, иначе"
4035,"и глубокого провала в земной коре, а не является результатом сжатия"
4036,"уже о молодых движениях земной коры, обусловивших образования Тункинской долины и"
4037,На этом протяжении земная кора в течение третичного периода начала
4038,"занимает большой провал в земной коре, как полагали академики больших экспедиций"
4039,"т. е. лодочке из березовой коры, которая кроме гребца вмещала только"
4040,по долинам рек и щиплют кору и листья ивняка.
4041,"с многочисленными вырезками ножом на коре, — так и хотелось ее обнять"
4042,"сухая, вся в бороздах, как кора дерева."
4043,"сруб колодца, весь обросший ледяной корой, с тяжелой, деревянной бадьей, тоже"
4044,Сосновой коры в чай насыпал! — закричали на
4045,"стволы неровно раздались в ширину, кора полопалась, надулась жилами, как старческая"
4046,"лугу; терпко, горько пахло гниющей корой, катили, не умолкая, свои переливы"
4047,"Взрывы огромной силы разрушили твердую кору на большую глубину, и огнедышащая"
4048,газов ослабевает и образуется твердая кора на поверхности расплавленной массы.
4049,остановится ли когда-нибудь расплавление твердой коры главного материка или будет продолжаться
4050,"распространяясь также в глубь твердой коры, которая теперь уже содрогалась от"
4051,"станцию в расчете, что расплавление коры коснется этой части поверхности позже"
4052,"со всех сторон, преодолел расплавление коры."
4053,"в сохранившейся более значительной части коры планеты, и тогда планета взорвется"
4054,"мелкие части, или же твердая кора, разорванная взрывом на куски, отделится"
4055,которое неминуемо сопровождается сильными сотрясениями коры.
4056,"толстые бруски, сырые бруски с корой и мохом, которые горят долго"
4057,"результате процессов создания самой земной коры, изменения соотношения между морем и"
4058,"словами народного стиха, покрылся «еловой корой»."
4059,"его морщинистому, темному, как дубовая кора, лицу бежали слезы."
4060,"пятнистых платанов с нежной, заиндевевшей корой."
4061,Лукьяновке пахло талым снегом и корой — ветер приносил этот запах из-за
4062,"снега, схваченной первым морозом ивовой коры."
4063,"колеснице Плутон, бог преисподней, уносит Кору, дочь Деметры."
4064,"Мальтен, специально изучавший похищение Коры, приходит к заключению, что этот"
4065,в клетку и белели серебряной корой молодой березы девять костров;
4066,"огороде рассады съест, в саду кору с яблони сдерёт."
4067,"его тончайшей светлой и гладкой корой, Пандион приблизился к группе миртовых"
4068,Их волокнистая кора с металлическим отблеском походила на
4069,"заключены в лубки из твердой коры, замотаны полосками ткани из его"
4070,"укрепили круглые подушки из твердой коры, обмотанные кусками львиной шкуры."
4071,отцовский охотничий плащ из мягкой коры и в нем на фоне
4072,"с белесой, черной и коричневой корой уходили ввысь на целую сотню"
4073,"куски кожи, длинные ленты шелушившейся коры."
4074,"вонь, холмики были покрыты белой корой птичьего помета."
4075,"с черной и белой гладкой корой, уходили своими вершинами в молочную"
4076,"туман клубился вокруг них, по коре стекали мелкие струйки воды."
4077,моих штиблет и обломал пальцами кору со штанов и брызги с
4078,ее остывала и покрывалась твердой корой.
4079,"это была еще не сплошная кора, а лишь отдельные затвердевающие острова"
4080,"Когда потом кора стала сплошной, она вначале была"
4081,"Кое-как при помощи березовой коры развели кострище, слегка обсушились и"
4082,"Кора бересклета — двенадцать тонн, направление — Ставрополь."
4083,"облепленные снегом, со сквозящей чернеющей корой стоят как исполинские грибы молодые"
4084,"на ней дыбом, как древесная кора."
4085,"в три обхвата, содрана вся кора, содрана так чисто и аккуратно"
4086,"крепкие, терпеливые дятлы должны преодолевать кору безобразий."
4087,"поляны, сплошные порубки, варварски вырезанная кора сосен и елей, — это товарищи"
4088,"Он перстом своим животворным кору с меня отколупывает, чтобы моего"
4089,"и усы казались наростами жухлой коры, потерявшая цвет рубаха была располосована"
4090,"человека был начисто облуплен от коры, и белая древесина его превращена"
4091,Мы покрылись корой; инстинкт самосохранения создал этот панцирь
4092,"в одиночестве, питаясь мхом, древесной корой и кореньями, всемерно добиваясь восстановления"
4093,из очень глубоких зон земной коры.
4094,постановки исследования глубоких зон земной коры путем бурения скважин особой мощности.
4095,"в страшной битве силы земной коры разбили, исковеркали, рассыпали горные вершины"
4096,геология в своем изучении земной коры вынуждена пока ограничиться только двадцатью
4097,в более глубоких слоях земной коры.
4098,"вдоль которых большие участки земной коры задвигались, опускаясь и поднимаясь."
4099,"проходят цепи исполинских складок земной коры, медленно выпучивающихся со дна глубочайших"
4100,формирования современных складок в земной коре…
4101,"тонкой пленке известной нам земной коры произошли громадные сдвиги, чтобы кора"
4102,"коры произошли громадные сдвиги, чтобы кора, разломанная на куски, была поднята"
4103,неизвестные нам силы движений земной коры являются отголоском бесконечно давно затухших
4104,"потому, что там, где земная кора расколота на бесчисленные небольшие участки"
4105,"встречающийся в верхних зонах земной коры, где он устойчив в условиях"
4106,"о силах, вызывающих движения земной коры."
4107,сверхтяжелых элементов в глубинах земной коры.
4108,"возникают потому, что в земной коре время от времени создаются концентрации"
4109,"животных сохраняется в пластах земной коры, и сохраняется лишь в виде"
4110,они выделялись лишь ромбическим узором коры.
4111,стволы деревьев с насеченной ромбиками корой обступили маслянистую черную воду.
4112,"свист хлыста, летели пули, сбивая кору и отрубая ветки."
4113,"Он сделал из спичек, коры и головки лука какого-то смешного"
4114,"Это не кожа, а твердая кора, вроде мозоль."
4115,"Травы, прутики, кора и хвоя."
4116,"которая держится только на своей коре, — чуть толкни ее, и она"
4117,Не все клетки мозга (коры) развиты в одинаковой степени.
4118,"тело огромные камни, окружило их корой, освоило и выросло дальше."
4119,"на дворе, а на еловой коре! — крестит его монах, — а завтра"
4120,"есть — бураки, лесную ягоду, грибы, кору с деревьев."
4121,"нервную связь, которая возникала в коре мозга между двумя очагами возбуждения"
4122,"метроном) создавал очаг возбуждения в коре мозга, и этот очаг «зажигал"
4123,каждая новая вещь создает в коре мозга младенца новые нервные связи
4124,Высший этаж — это кора мозга.
4125,Высший этаж — кора мозга и подкорковые центры.
4126,"Науке известно, что кора мозга, ослабляя свой контроль (в"
4127,"ослабленный болезнью, мозг Гоголя (вернее кора мозга) перестал контролировать даже в"
4128,"ноябре, когда «под ледяной своей корой ручей немеет, все цепенеет."
4129,"сосны, у березы
Не грызите кору!"
4130,"А там выше по коре большого сука, будто река по"
4131,только на одном узеньком ремешке коры.
4132,"зеленая, потому что, вероятно, ремешок коры подавал сок висящим сучьям."
4133,заяц тут начнет ходить глодать кору.
4134,"местные зайцы придут зимой глодать кору, за этими зайцами — лисицы: тут"
4135,"после смерти роняют прежде всего кору, она сваливается вниз кусками, как"
4136,"веточки, листья и ободранная нежная кора."
4137,поднятых здесь недавними движениями земной коры на большую высоту.
4138,"Старые лиственницы, лишенные ветвей и коры, — самое лучшее топливо, и мы"
4139,"пятидесяти тысяч лет назад, земная кора была здесь расколота на отдельные"
4140,"Остановился, содрал твердую, как кора, рукавицу и вытащил револьвер."
4141,"Здесь обязательно принимает участие кора — следовательно, весь механизм гораздо сложнее"
4142,"деревья, с которых пленные сгрызали кору."
4143,"они лежали в своей светло-серой коре, как в хорошей фабричной упаковке»."
4144,"На пригорке молодые с бело-зеленой корой тополя стоят в ряд, и"
4145,лиственных деревьев с выпуклой резьбой коры.
4146,"просека, группа деревьев, на дереве кора."
4147,нижний коричневый и растреснутый слой коры; еще глубже — светлое скользкое дерево.
4148,"дошло до мостовых, покрытых ледяной корой, под которой нельзя было вообразить"
4149,"что попало: листья, мох, даже кору деревьев."
4150,"и ножичком вырезывает из сосновой коры что-то, а парнишко, видно внучонок"
4151,"стволы осин, ветки, щепки, куски коры полетели во все стороны."
4152,сливаться с багряно-фиолетовым многоцветьем сосновой коры и весенней прелостью почвы; или
4153,"жило подо мхами, под древесной корой, в бесчисленных норках, прыгало по"
4154,с мясными прожилками и коричневой корой.
4155,"деревьев, содрана и сжевана мягкая кора, истреблены крысы, белки, хорьки, лягушки"
4156,хотя от ствола осталась одна кора.
4157,Мы зашагали по ледяной коре мостовой.
4158,Ночью кто-то ободрал кору с липы.
4159,Какому это разбойнику нужна кора? — говорила бабушка.
4160,баня и дурным человеком содрана кора на заветной липе.
4161,"на трехаршинные кряжи, снимали топорами кору, потом ставили кряжи к выворотню"
4162,"Хрустнула кора под когтями, глухое рычанье приближалось."
4163,"день пятак цена, вы снимаете кору с огромной липы, дерево сохнет"
4164,Багры впиваются в темнокоричневую кору.
4165,На березах вспыхивает вначале кора и быстро потухает.
4166,стукаюсь лбом о шершавую мокрую кору.
4167,"сено рвут, гложут у яблонь кору."
4168,непродуманность и критичность понятий земной коры и недостаточная оценка значения атомного
4169,"душах и, разумеется, совершенно задавленные корой «земности», пошлейшего животного прозябания, делающего"
4170,а вторая обнаруживает под этой корой «земности» драгоценные перлы высоких качеств
4171,"дерево, засохнув, роняет на землю кору, и оттого непокрытая древесина скоро"
4172,"У березы же кора не падает, эта смолистая белая"
4173,"падает, эта смолистая белая снаружи кора — береста — бывает непроницаемым футляром для"
4174,"горы деревней был, кривился крыш корою»."
4175,"и ротный командир, обветренный, как кора, — оба в шинелях и картузах"
4176,"Деревянные днища кораблей гнили, обрастали корой из ракушек."
4177,"берег, я увидел дерево, на коре которого была вырезана надпись:  «Разрой"
4178,"Снасти покрылись ледяной корой, с рей свешивались гигантские сосульки."
4179,сплетенные из тонко нарезанной древесной коры.
4180,"Рутерфорд сделал ей из коры ветряную мельницу — крохотную вертушку, прикрепленную"
4181,"Джек Маллон освободил их от коры, а Рутерфорд сделал возле концов"
4182,по развилине и сорванной жердями коре.
4183,показались деревья с ободранной внизу корой — признаки пребывания человека.
4184,Тимур кинул на кровать кусочек коры и тихонько позвал:
4185,"игольчатый настил, выступала смола из коры дерева, растопленная жарким полуденным солнцем"
4186,"очень толстой, растресканной и покоробленной корой, а древесина представляла пучки спирально"
4187,"корявые, с грубой, очень неровной корой; рубить их топором трудно — дерево"
4188,"питомники, где подгрызает корни и кору молодых деревьев."
4189,святость (нравственное совершенство — там тоже кора сгорает).
4190,группу неодетых молодых в зеленой коре высоких деревьев в общении с
4191,"особенно нарушения деятельности различных участков коры больших полушарий головного мозга, которые"
4192,существующую между психикой и деятельностью коры.
4193,Значительное развитие коры — неокортекса — является наиболее характерной чертой
4194,психических функций по направлению к коре — этому высшему отделу нервной системы.
4195,вторичные обонятельные центры образуют старую кору.
4196,"Лишь у рептилий появляется новая кора (неокортекс), не являющаяся уже непосредственно"
4197,"Дальнейшее развитие кора получает у млекопитающих, превращаясь в"
4198,процессе онтогенеза позвоночных конечного мозга — коры и центральных ганглиев у одних
4199,"у одних преобладающее развитие получает кора, у других — центральные ганглии."
4200,в сторону все большего преобладания коры — у млекопитающих.
4201,"изменений, обусловленное их проекцией на кору, и составляет эмоцию."
4202,"центры, расположенные в двигательной зоне коры, из которой исходят идущие к"
4203,"подкорки, или, точнее, динамическим соотношением коры и подкорки."
4204,отношением большая или меньшая заторможенность коры отражается на волевых качествах личности.
4205,когда патологические изменения в деятельности коры нарушают ее контролирующие функции и
4206,"другой стороны, резкие изменения динамики коры и патологическое ее торможение, обусловленное"
4207,"торможение, обусловленное повышенной истощаемостью самой коры или иногда являющееся производным результатом"
4208,островок бодрствующего сознания; общая заторможенность коры не распространяется на ограниченный ее
4209,"При общей заторможенности коры и суженности сознания идея, которая"
4210,"мозга, т.е. нейродинамическое соотношение коры и подкорки."
4211,контролируется эпикритической посредством тормозящего воздействия коры на таламус и нижележащие области
4212,по мере развития центрального аппарата коры центрифугальные иннервации (идущие от центра
4213,органы имеют свое представительство в коре полушарий головного мозга.
4214,"авторов показал, что некоторые области коры, в особенности премоторная зона, имеют"
4215,"доходят, однако, до высших отделов коры и, изменяя функциональное состояние нервной"
4216,"психических процессов, связанных с деятельностью коры, — представлений, направленности мыслей и т"
4217,Первоначальный зачаток коры большого мозга у рептилий является
4218,как-то отображаться в нервных процессах коры.
4219,"развитой тонической деятельности (мозжечка и коры), регулирующей двигательный тонус и обеспечивающей"
4220,"короткое замыкание» воли возбуждения в коре головного мозга, которое возникает вследствие"
4221,"Сплошная ледяная кора, как панцырь, сковывала тогда землю."
4222,"мощностью роста, схожестью по окраске коры и листьями с деревцем «бельфлёр-китайки»."
4223,"светлых гранитных пород, первая твердая кора Земли."
4224,в длинной двухмиллиардной истории земной коры?
4225,отдельных химических элементов в земной коре.
4226,"Простыня из материи древесной коры должна быть желтой, потому что"
4227,"садится на большое дерево, долбит кору и поедает крупных насекомых и"
4228,"их личинок, которые живут под корой."
4229,ножа я продырявил тогда вязкую кору почти у корней вон той
4230,"шуршит сжимаемая его ногами пересохшая кора дерева, как царапается об эту"
4231,"дерева, как царапается об эту кору белая рубашка хлопца."
4232,В одном месте на коре береста краснела свежая коричневая царапина.
4233,"рос высокий, с гладкой светло-серой корой грецкий орех."
4234,"берест и пульку, торчащую из коры, я решил обязательно привести сюда"
4235,"из якутской стали, очищал от коры свежий березовый прут."
4236,"пока тонкая ветка, очищенная от коры, не покрылась сплошь муравьями."
4237,могла только прикоснуться к их коре.
4238,"уходили прямо в небо, а кора была темна."
4239,"валился на него, цепляясь за кору и за сучья, не мог"
4240,светлые искры пробегали по их коре.
4241,Дубовую кору вели обдать.
4242,"кадык, побежал драть с дуба кору."
4243,"отходила и пахло мартом, примороженной корой вишневых деревьев, прелой соломой."
4244,"останавливался, прислоняясь грязным от присохшей коры помета боком к вахмистерскому трехвершковому"
4245,"и весь кривился, как древесная кора, сжираемая огнем."
4246,"сейчас же оживление исчезло, твердой корой тупого равнодушия поросла каждая черта."
4247,"коричневыми и сухими, как вишневая кора, губами."
4248,"Горький, всепобеждающий запах сопревшей дубовой коры заполнял лес."
4249,"сверху из-под лапок зверька, царапающих кору на стволах и ветках деревьев."
4250,"на дереве, откуда слетела частичка коры, и что-то увидала там."
4251,"много элементов, имеющихся в земной коре."
4252,сплести длинную веревку из древесной коры.
4253,"Сначала он глодал кору с замороженного бревна, но потом"
4254,Не сразу образовалась кора Земли.
4255,"происходили бурные процессы, сквозь застывающую кору прорывались целые моря расплавленной массы."
4256,"Во время такого образования складок кора земли трескалась, и в отдельных"
4257,И в наши дни земная кора не находится в состоянии покоя.
4258,Благодаря движению земной коры эти пласты поднимаются из морских
4259,"дождя скалы покрываются тонкой ледяной корой, и тогда лазание по ним"
4260,"отдыхал, кто-то содрал с дерева кору, и белая древесина, довольно широкое"
4261,"подумал я, — кому-нибудь нужна была кора, чтобы сделать коробочку для сбора"
4262,"этому живому мосту, как по коре."
4263,"и он упал, разбил земную кору, отклонил полюсы."
4264,В лодках из древесной коры они плавали по тихим рекам
4265,бульваров покрылись розовато-белыми пятнами облезлой коры.
4266,"Набил полную топку, уголь спекся корой, он его ковыряет лопатой."
4267,"воюем, а дома-то, может, кору с древес едят."
4268,Кору в лесу с древес отымали
4269,На стволах сосенок обглодана кора.
4270,"я ночевал в лесу, целовал кору деревьев…"
4271,"Шел, кору ел, траву."
4272,эксперимент для глубоких слоев земной коры и численное определение времени.
4273,"планеты, ее верхней области — земной коры."
4274,"то же для всей земной коры, для оболочки литосферы мощностью в"
4275,"по-видимому, оно всегда чуждо земной коре."
4276,"земных областей, лежащих ниже земной коры, едва ли проникает в нее"
4277,"представление, что химический состав земной коры обусловливается чисто геологическими причинами и"
4278,"Земная кора, казалось, получила современный свой химический"
4279,на современный; стали считать земную кору за измененную окалину некогда расплавленной
4280,"земной истории, предшествовавшим образованию земной коры, — к космическим периодам — и считали"
4281,всех этих представлениях состав земной коры связывался с геологическими явлениями.
4282,"выясняются в химическом составе земной коры законности, которые в корне противоречат"
4283,своей причиной за пределы земной коры.
4284,"теперь, что в истории земной коры выясняются критические периоды, в которые"
4285,"глубокими с точки зрения земной коры процессами, по всей видимости выходящими"
4286,"процессы, распространявшиеся на всю земную кору, а не только на ее"
4287,сказать критических — периодов истории земной коры.
4288,связаны с критическими периодами земной коры.
4289,"в одной из оболочек земной коры — в биосфере, но новый геологический"
4290,"разрушительной физической боли раздробляется толстая кора на душе — неведение, забвение, окамененное"
4291,обняла и целовала атласную ее кору.
4292,"Бугорчатую, железной крепости кору на половицах, о которую запинались"
4293,"Очищая зубами сочную кору с палки, они вращали стволик"
4294,Намокшие валенки покрывались ледяной корой.
4295,чешуйчатая кожица ананаса похожа на кору пальмового дерева.
4296,"в пищу сосновую и березовую кору, солому, белый мох, выталкивая на"
4297,"оно есть как бы необходимая кора или скорлупа (затвердевшая, как бы"
4298,"этой его отчужденной, опредмеченной, внешней корой или скорлупой существует нераздельная связь"
4299,нем свое единство с твердой корой бытия в его аспекте как
4300,"словами Вл. Соловьева,  «под грубою корою вещества» мы прозреваем «нетленную порфиру"
4301,"концов толщу застывшей или материализовавшейся коры самоочевидностей, сковавших его свободу (III"
4302,Кору грыз…
4303,пота затерялись на его мшистой коре.
4304,"Всех заинтересовала черная береза — кора черная, как будто ее покрасили."
4305,"Влажные листья и кора пахли остро, вкусно, необыкновенно, как"
4306,"И лопались корни, трещала кора, 
 Янтарные слезы роняла она."
4307,"что две грубые, пахнущие древесной корой руки прикрыли ее глаза."
4308,которого было сделано из березовой коры.
4309,"пробковое дерево с серой морщинистой корой, бархатистой на ощупь."
4310,темную с белесоватыми пятнами гладкую кору и сильно пахучие белые цветочные
4311,узнать по правильно расположенной вдоль коры трещиноватости и по ланцетовидным остроконечным
4312,вяз с характерной светло-синеватой корой.
4313,рос амурский виноград с шелушащейся корой коричневого цвета.
4314,свалили их и оголили от коры.
4315,Я оголил его от коры и на самом видном месте
4316,в лесу — все покрылось ледяною корою.
4317,"Все дерево было оголено от коры, и, кроме того, по стволу"
4318,"как фотографический аппарат, отпечатывают под корой всех, кто к ним приближается."
4319,прямые скобки:  «тяп-ляп — и вышел корап».
4320,"общ[ества] ест[ ествоиспытателей], Института земной коры и Федор[овского] института к XVIII"
4321,и законах распространения в земной коре природных газов насчитывает едва ли
4322,"науки о газообразных минералах земной коры, впервые указал на важность изучения"
4323,"предложил [«О газовом обмене земной коры»,  «Изв. Акад. Наук», СПб. 1912."
4324,История минералов зем[ной] коры.
4325,"химические элементы, создавая огромные участки коры выветривания или литосферы, перераспределяет радиоактивную"
4326,"создает биосферу, определенную оболочку земной коры."
4327,значение биогеохимических процессов в земной коре и в зоне гипергенеза и
4328,"вещества в гипергенных процессах земной коры, но о «космической роли жизни"
